,Total edges,Average degree weight=count,Average degree weight=duration(seconds),Average clustering coefficient unweighted,Average clustering coefficient weight=count,Average clustering coefficient weight=duration(seconds),Average betweenness centrality unweighted,Average betweenness centrality weight=count,Average betweenness centrality weight=duration(seconds),Average closseness centrality unweighted,Average closseness centrality weight=count,Average closseness centrality weight=duration(seconds),Newman modularity unweighted,Newman_modularity weight=count,Newman_modularity weight=dration(seconds)
CsCh-2024-07-05--15-41-14,66.0,782.1666666666666,16194.5,1.0,0.3450765516521293,0.33220045707031076,0.0,0.062121212121212126,0.06818181818181819,1.0,0.018051085296576282,0.0009842371650513409,0.0,0.0,0.0
CsCh-2024-07-05--15-57-10,66.0,752.0,15019.833333333334,1.0,0.5370278940960336,0.4665486671040981,0.0,0.04090909090909091,0.04242424242424242,1.0,0.01636796292174077,0.0009225916649444503,0.0,0.0,0.0
CsCh-2024-07-05--15-57-18,66.0,807.8333333333334,15813.5,1.0,0.445709240038475,0.40407265874774106,0.0,0.03333333333333333,0.04242424242424242,1.0,0.015436524458577692,0.0008811320907310955,0.0,0.0,0.0
CsCh-2024-07-05--15-57-26,66.0,789.6666666666666,16440.833333333332,1.0,0.4840245148967511,0.3879396723179795,0.0,0.0606060606060606,0.07727272727272727,1.0,0.018956222714808072,0.0010859607353478845,0.0,0.0,0.0
CsCh-2024-07-05--15-57-34,66.0,781.6666666666666,16281.0,1.0,0.44227956743590474,0.4194255855228854,0.0,0.07803030303030303,0.08181818181818183,1.0,0.020277278008754847,0.0011011680787918843,0.0,0.0,0.0
CsCh-2024-07-05--15-57-42,66.0,850.3333333333334,16947.333333333332,1.0,0.4321704836066023,0.35049037634993946,0.0,0.049999999999999996,0.05151515151515152,1.0,0.016158680404335272,0.0008614230049614515,0.0,0.0,0.0
CsCh-2024-07-05--15-57-50,66.0,779.6666666666666,15604.833333333334,1.0,0.3783775947812887,0.3677420957465396,0.0,0.03181818181818182,0.03863636363636364,1.0,0.016288944637752812,0.000860197009832565,0.0,0.0,0.0
CsCh-2024-07-05--15-57-59,66.0,785.8333333333334,15987.0,1.0,0.4475339799831666,0.3866213395053832,0.0,0.06287878787878787,0.05909090909090908,1.0,0.018518498417383584,0.0009692357216694794,0.0,0.0,0.0
CsCh-2024-07-05--15-58-07,66.0,846.8333333333334,17451.0,1.0,0.4928856756661589,0.4155704156309488,0.0,0.03787878787878788,0.04242424242424242,1.0,0.015006238029103808,0.0007930565686718108,0.0,0.0,0.0
CsCh-2024-07-05--15-58-15,66.0,744.5,16084.333333333334,1.0,0.45246746205985217,0.3481358879712104,0.0,0.07196969696969696,0.0803030303030303,1.0,0.021486861926254926,0.001160053772323977,0.0,0.0,0.0
CsCh-2024-07-05--15-58-24,66.0,777.3333333333334,15219.333333333334,1.0,0.4788099765300071,0.38327684898274944,0.0,0.03409090909090909,0.05303030303030303,1.0,0.016199111062302873,0.000927910063616521,0.0,0.0,0.0
CsCh-2024-07-05--16-12-42,66.0,834.3333333333334,16206.5,1.0,0.4746710288153051,0.41681666847699805,0.0,0.046969696969696974,0.05454545454545454,1.0,0.0170778438970521,0.0009153276017549919,0.0,0.0,0.0
CsCh-2024-07-05--19-57-28,66.0,785.8333333333334,15545.666666666666,1.0,0.4256352785851722,0.36020838331365185,0.0,0.06666666666666667,0.07878787878787878,1.0,0.020543898543029803,0.0012765893345946559,0.0,0.0,0.0
CsCh-2024-07-05--19-57-37,66.0,909.0,18048.666666666668,1.0,0.4216892003056259,0.41365067381986914,0.0,0.03333333333333333,0.03787878787878788,1.0,0.015119866764791915,0.0008003978033085954,0.0,0.0,0.0
CsCh-2024-07-05--20-01-18,66.0,779.1666666666666,15103.166666666666,1.0,0.46601237437376725,0.3769495913248175,0.0,0.03787878787878788,0.05757575757575758,1.0,0.016302843544991515,0.0009275533830419057,0.0,0.0,0.0
CsCh-2024-07-05--20-01-24,65.0,809.1666666666666,16217.333333333334,0.984848484848485,0.37078053458080235,0.3819095940841974,0.0015151515151515154,0.035606060606060606,0.048484848484848485,0.986111111111111,0.01540626339511675,0.0008581351104798807,0.0,0.0,0.0
CsCh-2024-07-05--20-01-30,66.0,768.3333333333334,15682.333333333334,1.0,0.36459173053814403,0.31158480978556846,0.0,0.06666666666666667,0.07272727272727272,1.0,0.019226379599404996,0.0010593681018226783,0.0,0.0,0.0
CsCh-2024-07-05--20-01-36,66.0,899.5,18656.666666666668,1.0,0.4650796197932093,0.3898748534574748,0.0,0.03939393939393939,0.05757575757575758,1.0,0.015066786917334379,0.000787500706775538,0.0,0.0,0.0
