,Total edges,Average degree weight=count,Average degree weight=duration(seconds),Average clustering coefficient unweighted,Average clustering coefficient weight=count,Average clustering coefficient weight=duration(seconds),Average betweenness centrality unweighted,Average betweenness centrality weight=count,Average betweenness centrality weight=duration(seconds),Average closseness centrality unweighted,Average closseness centrality weight=count,Average closseness centrality weight=duration(seconds),Newman modularity unweighted,Newman_modularity weight=count,Newman_modularity weight=dration(seconds)
CsCh-2024-07-09--17-07-09,66.0,798.8333333333334,16535.0,1.0,0.4456597598101122,0.4290033153921646,0.0,0.053787878787878794,0.057575757575757586,1.0,0.01694902415368479,0.0008493925822345653,0.0,0.0,0.0
CsCh-2024-07-09--17-07-15,66.0,806.5,16125.666666666666,1.0,0.3798118668445612,0.35862623841925867,0.0,0.08333333333333333,0.12121212121212122,1.0,0.019496803777396102,0.001253102488809513,0.0,0.0,0.0
CsCh-2024-07-09--17-07-22,66.0,834.5,17093.166666666668,1.0,0.4032739016489097,0.3971201555656087,0.0,0.04545454545454546,0.05757575757575758,1.0,0.016923956284248854,0.0009039594348114076,0.0,0.0,0.0
CsCh-2024-07-09--17-07-28,66.0,837.1666666666666,17397.666666666668,1.0,0.4474439958072534,0.4647327767765488,0.0,0.062121212121212126,0.0553030303030303,1.0,0.01766673132679925,0.0008132496153215174,0.0,0.0,0.0
CsCh-2024-07-09--17-07-35,66.0,805.0,16320.0,1.0,0.32349940453145143,0.30718240444075184,0.0,0.03939393939393939,0.0393939393939394,1.0,0.017081713725445074,0.0008292860835900827,0.0,0.0,0.0
CsCh-2024-07-09--17-07-42,66.0,912.3333333333334,18239.166666666668,1.0,0.4050543615735874,0.36435433446212523,0.0,0.041666666666666664,0.04696969696969697,1.0,0.016212189703024373,0.00084062640512725,0.0,0.0,0.0
CsCh-2024-07-09--17-07-48,66.0,820.5,16394.333333333332,1.0,0.44134208529447355,0.3888077282228875,0.0,0.041666666666666664,0.05757575757575758,1.0,0.016913721838453584,0.0009489397152602341,0.0,0.0,0.0
CsCh-2024-07-09--17-07-55,66.0,760.1666666666666,16036.333333333334,1.0,0.35951787096046983,0.4006153431535793,0.0,0.05909090909090909,0.0818181818181818,1.0,0.018218237315826818,0.000987366099837697,0.0,0.0,0.0
CsCh-2024-07-09--17-08-01,66.0,878.5,18114.5,1.0,0.4398529660899268,0.411542296900329,0.0,0.05378787878787878,0.06515151515151515,1.0,0.016260305591380083,0.0008949125658773105,0.0,0.0,0.0
CsCh-2024-07-09--17-08-08,66.0,806.5,16285.0,1.0,0.4941390067610825,0.41758429661984753,0.0,0.05454545454545454,0.06060606060606061,1.0,0.01789828953406692,0.0009126495486874928,0.0,0.0,0.0
CsCh-2024-07-09--17-08-14,66.0,799.5,16098.333333333334,1.0,0.4354866033949472,0.4371737624517602,0.0,0.04772727272727273,0.08333333333333333,1.0,0.01658701769591094,0.000982323222608871,0.0,0.0,0.0
CsCh-2024-07-09--17-08-21,66.0,801.3333333333334,16877.166666666668,1.0,0.4254522685972168,0.35136440956200987,0.0,0.06363636363636364,0.06818181818181818,1.0,0.020338915051578407,0.0009689718362706779,0.0,0.0,0.0
CsCh-2024-07-09--17-08-27,66.0,768.1666666666666,15989.833333333334,1.0,0.4143324110824971,0.30886123304555574,0.0,0.06363636363636364,0.048484848484848485,1.0,0.018417520795685302,0.0008715199834663511,0.0,0.0,0.0
CsCh-2024-07-09--17-08-34,66.0,800.5,16169.5,1.0,0.3292096653103657,0.3753283803264886,0.0,0.03333333333333333,0.03787878787878788,1.0,0.01678874300261572,0.000854191332077024,0.0,0.0,0.0
CsCh-2024-07-09--17-08-40,66.0,826.6666666666666,16983.0,1.0,0.42331292970742657,0.3798269567920938,0.0,0.07121212121212121,0.08636363636363636,1.0,0.0197787602997779,0.0010762082174848421,0.0,0.0,0.0
CsCh-2024-07-09--17-08-47,66.0,823.6666666666666,15915.0,1.0,0.44276512603173473,0.3954905197103735,0.0,0.05606060606060606,0.05303030303030303,1.0,0.01703975696269322,0.0009252364509713802,0.0,0.0,0.0
CsCh-2024-07-09--17-08-53,66.0,835.6666666666666,16832.666666666668,1.0,0.39227688907328595,0.3748066603914626,0.0,0.062121212121212126,0.05757575757575758,1.0,0.019589194646122073,0.0009245576894711078,0.0,0.0,0.0
CsCh-2024-07-09--17-09-00,66.0,808.5,16508.833333333332,1.0,0.42718643731856965,0.3551062394552215,0.0,0.036111111111111115,0.048484848484848485,1.0,0.015547130367839076,0.0008024191693493651,0.0,0.0,0.0
CsCh-2024-07-09--17-09-06,66.0,816.6666666666666,16621.166666666668,1.0,0.38696758765187195,0.3870393110282289,0.0,0.053787878787878794,0.07121212121212121,1.0,0.0174029270462425,0.0009578270336094136,0.0,0.0,0.0
CsCh-2024-07-09--17-09-13,66.0,899.1666666666666,17768.0,1.0,0.45037240636179354,0.45913768115028125,0.0,0.040909090909090916,0.05000000000000001,1.0,0.014207305788113897,0.0007251562904658981,0.0,0.0,0.0
CsCh-2024-07-09--17-09-19,66.0,864.5,17458.166666666668,1.0,0.42544797936202255,0.33534644291987065,0.0,0.05227272727272727,0.06212121212121211,1.0,0.01547202636101306,0.0008900423679240966,0.0,0.0,0.0
CsCh-2024-07-09--17-09-26,66.0,864.6666666666666,17322.333333333332,1.0,0.5157528224292401,0.41751559608331235,0.0,0.02196969696969697,0.02727272727272727,1.0,0.013502743563658272,0.0006940741757395695,0.0,0.0,0.0
CsCh-2024-07-09--17-09-32,66.0,787.0,16323.666666666666,1.0,0.4062112878391862,0.43545544530203756,0.0,0.04848484848484849,0.05757575757575758,1.0,0.01843074246961547,0.00102675911345719,0.0,0.0,0.0
CsCh-2024-07-09--17-09-38,66.0,837.6666666666666,17067.0,1.0,0.3344295584073365,0.3688835773883265,0.0,0.05454545454545454,0.051515151515151514,1.0,0.017155651081034385,0.0008739416772681232,0.0,0.0,0.0
CsCh-2024-07-09--17-09-45,66.0,790.5,15794.5,1.0,0.3393324697909758,0.35748298561865477,0.0,0.05378787878787878,0.06666666666666667,1.0,0.018611212253274303,0.000971364828875271,0.0,0.0,0.0
CsCh-2024-07-09--17-09-51,66.0,795.6666666666666,16504.5,1.0,0.45268286468461283,0.3452055120744202,0.0,0.03787878787878788,0.051515151515151514,1.0,0.01567674545263035,0.0008295785692732415,0.0,0.0,0.0
CsCh-2024-07-09--17-09-58,66.0,872.6666666666666,17954.833333333332,1.0,0.46178234045470573,0.43397861624157397,0.0,0.04090909090909091,0.056060606060606054,1.0,0.014866855914319172,0.0008203138584334073,0.0,0.0,0.0
CsCh-2024-07-09--17-10-04,66.0,840.1666666666666,17756.333333333332,1.0,0.38964426266007157,0.3507995468491089,0.0,0.046969696969696974,0.05303030303030304,1.0,0.016370303709423172,0.0008385765415883078,0.0,0.0,0.0
CsCh-2024-07-09--17-10-11,65.0,931.8333333333334,19554.0,0.984848484848485,0.3902173218202169,0.39728354182815034,0.0015151515151515154,0.06363636363636364,0.07121212121212123,0.986111111111111,0.016350496931953215,0.0008442251227876492,0.0,0.0,0.0
CsCh-2024-07-09--17-10-18,66.0,832.8333333333334,16548.5,1.0,0.36405791845907864,0.3329256229632852,0.0,0.03787878787878788,0.049999999999999996,1.0,0.015795529732429595,0.0008569741927863797,0.0,0.0,0.0
CsCh-2024-07-09--17-10-24,66.0,766.5,16391.5,1.0,0.340409945462607,0.38075897625983846,0.0,0.05227272727272727,0.07727272727272728,1.0,0.018376730953154712,0.000989839090204925,0.0,0.0,0.0
CsCh-2024-07-09--17-10-30,66.0,783.0,15428.333333333334,1.0,0.41907193418073324,0.3582196804447537,0.0,0.05303030303030304,0.07424242424242423,1.0,0.01841738941407092,0.0010925950297633027,0.0,0.0,0.0
CsCh-2024-07-09--17-10-37,66.0,799.5,15738.833333333334,1.0,0.4235512990220541,0.3553186257101448,0.0,0.07045454545454545,0.08636363636363636,1.0,0.019823735492307804,0.0012149304419497246,0.0,0.0,0.0
CsCh-2024-07-09--17-10-43,66.0,817.8333333333334,16453.5,1.0,0.5255644666466118,0.4542088663298955,0.0,0.048484848484848485,0.06363636363636364,1.0,0.01629705134902832,0.0009160817558614373,0.0,0.0,0.0
CsCh-2024-07-09--17-10-49,66.0,796.6666666666666,16531.666666666668,1.0,0.39874239731701566,0.4063006402855102,0.0,0.05909090909090908,0.07121212121212123,1.0,0.01993345247250643,0.001098350252495518,0.0,0.0,0.0
CsCh-2024-07-09--17-10-56,66.0,755.8333333333334,15474.333333333334,1.0,0.4371006732683513,0.39730259796177014,0.0,0.053787878787878794,0.07121212121212121,1.0,0.02050858526042806,0.0011228253044172985,0.0,0.0,0.0
CsCh-2024-07-09--17-11-02,66.0,811.8333333333334,15812.166666666666,1.0,0.44068273609416725,0.3949264350244353,0.0,0.06666666666666667,0.046969696969696974,1.0,0.017744843675351937,0.0009404156980154844,0.0,0.0,0.0
CsCh-2024-07-09--17-11-09,66.0,869.1666666666666,17774.666666666668,1.0,0.3973369191159961,0.3838214034607066,0.0,0.06818181818181818,0.0803030303030303,1.0,0.018205323536402963,0.0009936442940596286,0.0,0.0,0.0
CsCh-2024-07-09--17-11-15,66.0,757.6666666666666,16019.666666666666,1.0,0.31886513542884437,0.29112878770797973,0.0,0.06666666666666667,0.09090909090909093,1.0,0.020836738041948476,0.0011407325166746948,0.0,0.0,0.0
CsCh-2024-07-09--17-11-21,66.0,799.3333333333334,16061.5,1.0,0.3756235666771381,0.369217554192758,0.0,0.07878787878787878,0.05606060606060607,1.0,0.019140171765760706,0.0010583492456081606,0.0,0.0,0.0
CsCh-2024-07-09--17-11-28,66.0,813.6666666666666,16316.333333333334,1.0,0.36851107081782236,0.3544224591597822,0.0,0.04696969696969697,0.05303030303030303,1.0,0.018305320417958713,0.000948885697161876,0.0,0.0,0.0
CsCh-2024-07-09--17-11-34,66.0,904.3333333333334,18302.333333333332,1.0,0.37965535084931973,0.35706665757278855,0.0,0.05909090909090909,0.048484848484848485,1.0,0.01581779727805283,0.0007723067850954379,0.0,0.0,0.0
CsCh-2024-07-09--17-11-41,66.0,789.3333333333334,15442.0,1.0,0.32698133433736426,0.3558182966742229,0.0,0.04621212121212121,0.06515151515151517,1.0,0.016956269381753816,0.001026846723329621,0.0,0.0,0.0
CsCh-2024-07-09--17-11-47,66.0,755.6666666666666,14927.0,1.0,0.3839748494660613,0.3363686683585759,0.0,0.0393939393939394,0.046969696969696974,1.0,0.018059484869406478,0.0010301739115475988,0.0,0.0,0.0
CsCh-2024-07-09--17-11-53,66.0,856.0,17190.0,1.0,0.4200194407525686,0.4160279732808258,0.0,0.062121212121212126,0.05303030303030303,1.0,0.01705408764286681,0.0008474292258655957,0.0,0.0,0.0
CsCh-2024-07-09--17-12-00,66.0,917.5,18410.0,1.0,0.4478952380409494,0.43648754962389136,0.0,0.05227272727272727,0.05909090909090908,1.0,0.015315841698369796,0.0007927615344249455,0.0,0.0,0.0
CsCh-2024-07-09--17-12-06,66.0,767.1666666666666,15360.833333333334,1.0,0.33606506499883865,0.2916068152903002,0.0,0.05606060606060606,0.06818181818181819,1.0,0.019239331409754094,0.001088756231006515,0.0,0.0,0.0
CsCh-2024-07-09--17-12-13,66.0,835.1666666666666,17431.833333333332,1.0,0.4420807940914675,0.37064864937011816,0.0,0.03333333333333333,0.051515151515151514,1.0,0.01540195443545471,0.0008096164055451551,0.0,0.0,0.0
CsCh-2024-07-09--17-12-20,66.0,847.6666666666666,17200.166666666668,1.0,0.4530515210226955,0.4114051308968278,0.0,0.04545454545454546,0.06666666666666667,1.0,0.015360177658065107,0.0008851466772232851,0.0,0.0,0.0
CsCh-2024-07-09--17-12-26,66.0,733.0,14823.0,1.0,0.3733984752731465,0.37627981206131417,0.0,0.04696969696969697,0.05454545454545454,1.0,0.019347982149626988,0.0010437044807749517,0.0,0.0,0.0
CsCh-2024-07-09--17-12-32,66.0,838.5,17564.0,1.0,0.4712709766143406,0.3853132828039491,0.0,0.043686868686868684,0.05757575757575758,1.0,0.015607305766606567,0.0008075383767561125,0.0,0.0,0.0
CsCh-2024-07-09--17-12-39,66.0,729.0,15091.0,1.0,0.3814243518659621,0.3561598500190815,0.0,0.05757575757575758,0.08636363636363636,1.0,0.01945368998001207,0.0010928008916101363,0.0,0.0,0.0
CsCh-2024-07-09--17-12-45,66.0,726.3333333333334,14951.166666666666,1.0,0.30157269661634095,0.26775448339451224,0.0,0.049999999999999996,0.06363636363636364,1.0,0.020996872114285855,0.0012175016701583433,0.0,0.0,0.0
CsCh-2024-07-09--17-12-52,66.0,908.3333333333334,18618.166666666668,1.0,0.36431869871625605,0.2847919047622511,0.0,0.04621212121212121,0.05454545454545456,1.0,0.01466570881525489,0.0007628809599500855,0.0,0.0,0.0
CsCh-2024-07-09--17-12-58,66.0,740.1666666666666,15497.333333333334,1.0,0.41728994902544186,0.33240141153190056,0.0,0.04621212121212121,0.06060606060606061,1.0,0.018991730726710253,0.001017298339797301,0.0,0.0,0.0
CsCh-2024-07-09--17-13-05,66.0,910.3333333333334,18307.666666666668,1.0,0.3868533707973809,0.3598179774442109,0.0,0.048484848484848485,0.06515151515151515,1.0,0.015538485428317915,0.0008457702514782279,0.0,0.0,0.0
CsCh-2024-07-09--17-13-12,66.0,835.0,17315.833333333332,1.0,0.4223101559332632,0.36506139939511595,0.0,0.04090909090909091,0.05909090909090908,1.0,0.016398989189068857,0.0008558384726884954,0.0,0.0,0.0
CsCh-2024-07-09--17-13-18,66.0,815.3333333333334,16313.166666666666,1.0,0.3261703134654026,0.3145031449812784,0.0,0.05454545454545454,0.0696969696969697,1.0,0.02059167777020705,0.0012116886775642446,0.0,0.0,0.0
CsCh-2024-07-09--17-13-25,66.0,835.8333333333334,16774.333333333332,1.0,0.49181259289879176,0.46380298492124683,0.0,0.04090909090909091,0.05303030303030303,1.0,0.015776901101672666,0.0008064602556181595,0.0,0.0,0.0
CsCh-2024-07-09--17-13-32,66.0,870.6666666666666,17997.666666666668,1.0,0.4257082493540669,0.3996919689129074,0.0,0.054545454545454536,0.05454545454545454,1.0,0.015991773598952538,0.0007998496959712417,0.0,0.0,0.0
CsCh-2024-07-09--17-13-38,66.0,791.3333333333334,16420.5,1.0,0.44734726632085636,0.38985645577302747,0.0,0.051515151515151514,0.05757575757575758,1.0,0.017845056968439372,0.0009213702598738389,0.0,0.0,0.0
CsCh-2024-07-09--17-13-44,66.0,873.6666666666666,18278.833333333332,1.0,0.4370672082362943,0.40136496118057646,0.0,0.034848484848484844,0.05757575757575758,1.0,0.014961258477202428,0.0008103589074329576,0.0,0.0,0.0
CsCh-2024-07-09--17-13-50,66.0,833.3333333333334,16997.5,1.0,0.49089573379437906,0.4014786098059502,0.0,0.046212121212121204,0.048484848484848485,1.0,0.015636477109013596,0.0008252015747822875,0.0,0.0,0.0
CsCh-2024-07-09--17-13-57,66.0,834.6666666666666,17165.333333333332,1.0,0.43980590935334013,0.3966750597352684,0.0,0.041666666666666664,0.05454545454545454,1.0,0.017051909878164826,0.0009141008415518639,0.0,0.0,0.0
CsCh-2024-07-09--17-14-03,66.0,836.0,16886.833333333332,1.0,0.4310996470373148,0.3576952675496818,0.0,0.05303030303030304,0.06818181818181819,1.0,0.017119815431654823,0.0010075673464513056,0.0,0.0,0.0
CsCh-2024-07-09--17-14-09,66.0,797.0,15867.833333333334,1.0,0.352324831447057,0.2881450505816557,0.0,0.056818181818181816,0.07272727272727272,1.0,0.019081162312818544,0.001035143664850167,0.0,0.0,0.0
CsCh-2024-07-09--17-14-15,66.0,793.8333333333334,17007.0,1.0,0.412952995458373,0.37815498605383707,0.0,0.04545454545454545,0.06363636363636364,1.0,0.017197487054853664,0.0008504429058737855,0.0,0.0,0.0
CsCh-2024-07-09--17-14-22,66.0,823.8333333333334,17417.833333333332,1.0,0.42386827530906324,0.43222543318310575,0.0,0.05833333333333333,0.06515151515151514,1.0,0.018331194294444172,0.0008974304367912288,0.0,0.0,0.0
CsCh-2024-07-09--17-14-29,66.0,932.1666666666666,18859.5,1.0,0.4548038323676571,0.5052666870587657,0.0,0.059848484848484845,0.049999999999999996,1.0,0.014752795588212873,0.0007568424554743749,0.0,0.0,0.0
CsCh-2024-07-09--17-14-35,66.0,761.0,15847.166666666666,1.0,0.36505742772727984,0.3087524164823815,0.0,0.06060606060606061,0.07575757575757576,1.0,0.020433952748515793,0.0011085046848223693,0.0,0.0,0.0
CsCh-2024-07-09--17-14-41,66.0,815.8333333333334,17175.833333333332,1.0,0.48243543607237044,0.47344815548075064,0.0,0.031060606060606056,0.04393939393939394,1.0,0.015327671750120132,0.0008033263993877439,0.0,0.0,0.0
CsCh-2024-07-09--17-14-47,66.0,780.5,16091.5,1.0,0.44494687462601185,0.37136386566351404,0.0,0.04772727272727272,0.06515151515151515,1.0,0.01673461382863789,0.0009070776913000896,0.0,0.0,0.0
CsCh-2024-07-09--17-14-54,66.0,838.5,16955.0,1.0,0.5182273707817169,0.4029238217148938,0.0,0.031060606060606063,0.03787878787878788,1.0,0.014697402931100709,0.0007710145844470388,0.0,0.0,0.0
CsCh-2024-07-09--17-15-00,66.0,771.1666666666666,16543.666666666668,1.0,0.4267968093872598,0.3585524456040068,0.0,0.05303030303030303,0.06287878787878788,1.0,0.01937499102013023,0.0010298003013564394,0.0,0.0,0.0
CsCh-2024-07-09--17-15-07,66.0,832.8333333333334,16472.166666666668,1.0,0.38552502549645545,0.3653615140040964,0.0,0.03787878787878788,0.04696969696969697,1.0,0.016821667647554005,0.0008857053228645347,0.0,0.0,0.0
CsCh-2024-07-09--17-15-13,66.0,782.1666666666666,15397.666666666666,1.0,0.42592327091140775,0.4124664081905145,0.0,0.03636363636363637,0.05909090909090908,1.0,0.016845861404306318,0.0009160695084890753,0.0,0.0,0.0
CsCh-2024-07-09--17-15-20,66.0,821.3333333333334,16383.166666666666,1.0,0.42601721178519925,0.41390336732619554,0.0,0.051515151515151514,0.05303030303030304,1.0,0.016324099192966592,0.0008726526837405851,0.0,0.0,0.0
CsCh-2024-07-09--17-15-26,66.0,776.8333333333334,15645.166666666666,1.0,0.4070578006987924,0.44903963680334735,0.0,0.07803030303030302,0.07272727272727272,1.0,0.019738896105068484,0.0009816720678346453,0.0,0.0,0.0
CsCh-2024-07-09--17-15-32,66.0,705.5,14443.166666666666,1.0,0.4547902017128347,0.37679395266279053,0.0,0.04696969696969697,0.06666666666666667,1.0,0.01969580771660169,0.0010476972312520687,0.0,0.0,0.0
CsCh-2024-07-09--17-15-39,66.0,806.1666666666666,16487.5,1.0,0.4397554455124694,0.39876587099428445,0.0,0.10151515151515152,0.09999999999999998,1.0,0.021392156426957003,0.0011841186765147859,0.0,0.0,0.0
CsCh-2024-07-09--17-15-45,66.0,886.3333333333334,18420.666666666668,1.0,0.45226179637614056,0.42562322656317114,0.0,0.05303030303030303,0.06363636363636364,1.0,0.016406921796575883,0.0008743457446863364,0.0,0.0,0.0
CsCh-2024-07-09--17-15-52,66.0,805.0,16193.166666666666,1.0,0.33103625667689324,0.32826409145041224,0.0,0.06666666666666667,0.08333333333333333,1.0,0.021496891048480512,0.0011652042174652587,0.0,0.0,0.0
CsCh-2024-07-09--17-15-58,66.0,783.6666666666666,15308.0,1.0,0.44638977879380387,0.38051501260346804,0.0,0.048484848484848485,0.05303030303030303,1.0,0.019298244861974276,0.0010181465873760045,0.0,0.0,0.0
CsCh-2024-07-09--17-16-04,66.0,728.3333333333334,15197.0,1.0,0.3671509918387424,0.38951368983489437,0.0,0.04015151515151515,0.05606060606060606,1.0,0.01789732100791781,0.0009302592762731519,0.0,0.0,0.0
CsCh-2024-07-09--17-16-11,66.0,807.6666666666666,16473.166666666668,1.0,0.4754154337575763,0.3878855571902788,0.0,0.07121212121212121,0.07121212121212121,1.0,0.019314981988172546,0.001018323321188555,0.0,0.0,0.0
CsCh-2024-07-09--17-16-17,66.0,779.3333333333334,16285.5,1.0,0.3847866969122908,0.3209227638331081,0.0,0.07272727272727274,0.07727272727272727,1.0,0.019679073194521664,0.0010656493539482645,0.0,0.0,0.0
CsCh-2024-07-09--17-16-24,66.0,925.1666666666666,17602.0,1.0,0.4466591522462742,0.45266901178486135,0.0,0.05606060606060606,0.07272727272727272,1.0,0.01546715181916806,0.0008557734921160093,0.0,0.0,0.0
CsCh-2024-07-09--17-16-31,66.0,907.1666666666666,18293.666666666668,1.0,0.4173604200336907,0.4258112512121483,0.0,0.02651515151515152,0.04848484848484849,1.0,0.014001291266760578,0.0007493224712070705,0.0,0.0,0.0
CsCh-2024-07-09--17-16-37,66.0,769.3333333333334,16650.666666666668,1.0,0.39838399363093496,0.38488705523635874,0.0,0.07348484848484847,0.06969696969696969,1.0,0.019257159520993352,0.0009658057083307535,0.0,0.0,0.0
CsCh-2024-07-09--17-16-44,66.0,872.5,17580.666666666668,1.0,0.5043935889801378,0.47251843538592,0.0,0.02727272727272727,0.034848484848484844,1.0,0.013792456963085953,0.0007112287733594867,0.0,0.0,0.0
CsCh-2024-07-09--17-16-50,66.0,790.8333333333334,15051.5,1.0,0.39576183426609074,0.3729723438382608,0.0,0.06515151515151515,0.05757575757575758,1.0,0.018222638168433215,0.001004076353169527,0.0,0.0,0.0
CsCh-2024-07-09--17-16-57,66.0,868.5,17092.0,1.0,0.4041532151943437,0.3811867491095109,0.0,0.04090909090909091,0.056060606060606054,1.0,0.0157754441050536,0.0008882748626068304,0.0,0.0,0.0
CsCh-2024-07-09--17-17-03,66.0,841.3333333333334,17495.5,1.0,0.35587889973966064,0.3147424016556774,0.0,0.03636363636363636,0.05151515151515152,1.0,0.015307087630208513,0.000788393156643639,0.0,0.0,0.0
CsCh-2024-07-09--17-17-09,66.0,798.3333333333334,15617.333333333334,1.0,0.4359690794837581,0.36335502778971507,0.0,0.05606060606060606,0.062121212121212126,1.0,0.017893085735148476,0.0009403306721127418,0.0,0.0,0.0
CsCh-2024-07-09--17-17-16,66.0,821.6666666666666,16500.5,1.0,0.4889080866118767,0.40779928085206074,0.0,0.0356060606060606,0.04090909090909091,1.0,0.015469614073444389,0.0008059903644697938,0.0,0.0,0.0
CsCh-2024-07-09--17-17-22,66.0,787.0,16214.666666666666,1.0,0.35573942710323975,0.29461654773545937,0.0,0.04924242424242423,0.05757575757575758,1.0,0.017766267684279465,0.0010059767567351873,0.0,0.0,0.0
CsCh-2024-07-09--17-17-29,66.0,890.1666666666666,18253.666666666668,1.0,0.42239238114430816,0.38751003268605616,0.0,0.029545454545454545,0.04696969696969697,1.0,0.014053968320485244,0.0007240520542396652,0.0,0.0,0.0
CsCh-2024-07-09--17-17-36,66.0,889.8333333333334,18047.5,1.0,0.4544715361841362,0.451051442978946,0.0,0.04696969696969697,0.05454545454545456,1.0,0.014679336799208772,0.0007604924473398545,0.0,0.0,0.0
CsCh-2024-07-09--17-17-42,66.0,846.8333333333334,16546.5,1.0,0.38242536825638135,0.40952635845227925,0.0,0.03636363636363637,0.04393939393939394,1.0,0.0152505724661759,0.0008704146874708535,0.0,0.0,0.0
CsCh-2024-07-09--17-17-48,66.0,777.6666666666666,15897.0,1.0,0.3459082179324801,0.3274999757937281,0.0,0.05454545454545454,0.07727272727272727,1.0,0.020727296499064952,0.0010647719207010416,0.0,0.0,0.0
CsCh-2024-07-09--17-17-55,66.0,802.3333333333334,15986.5,1.0,0.42134979635790515,0.3635144543907724,0.0,0.03939393939393939,0.03787878787878788,1.0,0.016447758862216968,0.0008148280481025406,0.0,0.0,0.0
CsCh-2024-07-09--17-18-01,65.0,795.8333333333334,16065.5,0.984848484848485,0.3383236543032604,0.3074275911717985,0.0015151515151515154,0.053787878787878794,0.08333333333333333,0.986111111111111,0.017161072829044693,0.0010074335501667414,0.0,0.0,0.0
CsCh-2024-07-09--17-18-08,66.0,909.1666666666666,19052.666666666668,1.0,0.4342226397038904,0.3638151868036244,0.0,0.048484848484848485,0.051515151515151514,1.0,0.014871363364957505,0.0007750987711666011,0.0,0.0,0.0
CsCh-2024-07-09--17-18-14,66.0,725.6666666666666,14910.166666666666,1.0,0.41573212713587954,0.3552644094226014,0.0,0.05606060606060607,0.0696969696969697,1.0,0.019903895954075008,0.0011079102062081226,0.0,0.0,0.0
CsCh-2024-07-09--17-18-21,66.0,833.5,16621.666666666668,1.0,0.500458597282623,0.4472838586370392,0.0,0.0457070707070707,0.049999999999999996,1.0,0.016688403359406922,0.0008543281454813046,0.0,0.0,0.0
CsCh-2024-07-09--17-18-27,66.0,750.3333333333334,15926.333333333334,1.0,0.48021755439581487,0.42600607203041335,0.0,0.03484848484848485,0.048484848484848485,1.0,0.016829837752320175,0.0008462843753282299,0.0,0.0,0.0
CsCh-2024-07-09--17-18-33,66.0,810.1666666666666,16809.666666666668,1.0,0.37507795359948887,0.44002824828919246,0.0,0.056818181818181816,0.06515151515151515,1.0,0.018408032974668934,0.0009822630562687175,0.0,0.0,0.0
CsCh-2024-07-09--17-18-40,66.0,784.8333333333334,16282.833333333334,1.0,0.3782941670891768,0.41406231557580225,0.0,0.04090909090909091,0.052272727272727276,1.0,0.017704934729889366,0.0009233228581461244,0.0,0.0,0.0
CsCh-2024-07-09--17-18-47,66.0,913.5,18580.666666666668,1.0,0.47225491840443823,0.4101856033582989,0.0,0.03484848484848485,0.03484848484848485,1.0,0.013756357108704022,0.0007161087804289277,0.0,0.0,0.0
CsCh-2024-07-09--17-18-53,66.0,740.6666666666666,15316.666666666666,1.0,0.4408071186072177,0.2956444285872097,0.0,0.03787878787878787,0.04545454545454545,1.0,0.01832026768730895,0.0009729583298617263,0.0,0.0,0.0
CsCh-2024-07-09--17-18-59,66.0,745.1666666666666,15418.5,1.0,0.3893340489523689,0.4373532023906135,0.0,0.03787878787878788,0.03787878787878788,1.0,0.01670538321329258,0.0008324096057554108,0.0,0.0,0.0
CsCh-2024-07-09--17-19-05,66.0,766.5,15753.166666666666,1.0,0.3597989992962147,0.34380731097439177,0.0,0.06666666666666667,0.08333333333333333,1.0,0.019734384121673085,0.0011682939381259113,0.0,0.0,0.0
CsCh-2024-07-09--17-19-12,66.0,769.3333333333334,15145.0,1.0,0.3818389786700663,0.4506030877962331,0.0,0.03333333333333333,0.06818181818181818,1.0,0.016536095335891468,0.0009827159819069192,0.0,0.0,0.0
CsCh-2024-07-09--17-19-19,66.0,845.3333333333334,16771.0,1.0,0.4311343548429924,0.4183510448858952,0.0,0.06515151515151514,0.06363636363636364,1.0,0.019235127445983446,0.000952452910465836,0.0,0.0,0.0
CsCh-2024-07-09--17-19-25,66.0,774.1666666666666,15395.5,1.0,0.4630459758267466,0.400903449473645,0.0,0.043939393939393945,0.06818181818181816,1.0,0.017853514412085957,0.00098545304231038,0.0,0.0,0.0
CsCh-2024-07-09--17-19-31,66.0,830.3333333333334,17116.0,1.0,0.45233612384300786,0.42299084162007333,0.0,0.05909090909090909,0.06515151515151514,1.0,0.01657934855308682,0.0008477639932280771,0.0,0.0,0.0
CsCh-2024-07-09--17-19-37,66.0,845.3333333333334,17114.333333333332,1.0,0.3288075671189022,0.29911440077869833,0.0,0.049999999999999996,0.051515151515151514,1.0,0.016467212526896806,0.0009124060794756229,0.0,0.0,0.0
CsCh-2024-07-09--17-19-44,66.0,771.6666666666666,15310.333333333334,1.0,0.40861238970381364,0.33565981206908563,0.0,0.0409090909090909,0.05303030303030303,1.0,0.01745849833614836,0.0009787867804266362,0.0,0.0,0.0
CsCh-2024-07-09--17-19-51,66.0,875.0,17986.0,1.0,0.4339398603045097,0.42800774695042604,0.0,0.056060606060606054,0.07878787878787878,1.0,0.016830669265930628,0.0008797370060519355,0.0,0.0,0.0
CsCh-2024-07-09--17-19-57,66.0,871.6666666666666,17330.5,1.0,0.3752646895375107,0.37880821851994195,0.0,0.05757575757575758,0.049999999999999996,1.0,0.016367194808086422,0.0008285520148594685,0.0,0.0,0.0
