node_1,node_2,start_of_interaction,end_of_interaction,duration
11991,11998,11270,11272,2
11991,11998,11503,11525,22
11991,11998,12342,12353,11
11991,11998,12652,12664,12
11991,11998,12985,13029,44
11991,11998,13136,13140,4
11991,11998,14509,14514,5
11991,11998,14540,14573,33
11991,11998,14623,14628,5
11991,11998,14631,14705,74
11991,11998,14729,14730,1
11991,11998,14734,14735,1
11991,11998,14740,14746,6
11991,11998,15203,15238,35
11991,11998,15577,15578,1
11991,11998,15581,15582,1
11991,11998,16704,16724,20
11991,11998,16766,16796,30
11991,11998,17575,17627,52
11991,11998,17641,17649,8
11991,11998,17790,17793,3
11991,11998,17797,17807,10
11991,11998,19595,19605,10
11991,11998,19611,19627,16
11991,11998,19684,19691,7
11991,11998,19735,19745,10
11991,11998,20069,20089,20
11991,11998,20707,20754,47
11991,11998,20842,20874,32
11991,11998,20916,20924,8
11991,11998,20938,20939,1
11991,11998,20943,20957,14
11991,11998,21760,21769,9
11991,11998,21771,21773,2
11991,11998,22322,22323,1
11991,11998,22775,22793,18
11991,11998,23901,23937,36
11991,11998,24054,24065,11
11991,11998,25014,25028,14
11991,11998,25113,25127,14
11991,11998,26167,26191,24
11991,11998,26670,26671,1
11991,11998,26723,26729,6
11991,11999,415,417,2
11991,11999,2829,2858,29
11991,11999,4675,4688,13
11991,11999,4860,4870,10
11991,11999,5171,5174,3
11991,11999,5506,5512,6
11991,11999,5545,5560,15
11991,11999,5967,5997,30
11991,11999,7207,7241,34
11991,11999,8018,8034,16
11991,11999,8150,8164,14
11991,11999,8203,8224,21
11991,11999,9081,9085,4
11991,11999,9118,9121,3
11991,11999,9689,9691,2
11991,11999,10000,10010,10
11991,11999,10101,10104,3
11991,11999,10468,10485,17
11991,11999,11582,11586,4
11991,11999,11598,11601,3
11991,11999,11603,11610,7
11991,11999,11632,11657,25
11991,11999,11668,11711,43
11991,11999,11746,11792,46
11991,11999,11804,11813,9
11991,11999,12002,12008,6
11991,11999,12020,12031,11
11991,11999,12454,12467,13
11991,11999,14377,14380,3
11991,11999,14445,14485,40
11991,11999,14493,14497,4
11991,11999,14568,14589,21
11991,11999,15118,15132,14
11991,11999,15215,15219,4
11991,11999,15264,15274,10
11991,11999,16165,16183,18
11991,11999,16547,16551,4
11991,11999,16553,16559,6
11991,11999,17339,17341,2
11991,11999,18124,18138,14
11991,11999,18156,18159,3
11991,11999,18540,18554,14
11991,11999,19144,19153,9
11991,11999,19166,19178,12
11991,11999,19222,19242,20
11991,11999,19374,19428,54
11991,11999,19640,19660,20
11991,11999,19908,19929,21
11991,11999,20409,20417,8
11991,11999,20527,20573,46
11991,11999,20648,20660,12
11991,11999,20736,20754,18
11991,11999,21080,21181,101
11991,11999,21197,21203,6
11991,11999,21579,21585,6
11991,11999,21658,21659,1
11991,11999,21664,21685,21
11991,11999,21719,21723,4
11991,11999,22486,22501,15
11991,11999,22577,22584,7
11991,11999,22762,22778,16
11991,11999,22874,22893,19
11991,11999,23084,23092,8
11991,11999,23130,23144,14
11991,11999,23173,23175,2
11991,11999,23177,23207,30
11991,11999,25072,25093,21
11991,11999,25126,25143,17
11991,12000,330,349,19
11991,12000,397,427,30
11991,12000,441,499,58
11991,12000,585,586,1
11991,12000,847,851,4
11991,12000,1248,1260,12
11991,12000,1274,1298,24
11991,12000,1307,1312,5
11991,12000,1319,1354,35
11991,12000,1699,1726,27
11991,12000,1907,1923,16
11991,12000,2006,2007,1
11991,12000,2169,2173,4
11991,12000,2260,2300,40
11991,12000,2342,2354,12
11991,12000,2846,2863,17
11991,12000,2867,2884,17
11991,12000,3059,3077,18
11991,12000,3123,3141,18
11991,12000,3155,3222,67
11991,12000,3868,3870,2
11991,12000,3966,3993,27
11991,12000,4044,4058,14
11991,12000,4177,4185,8
11991,12000,4194,4237,43
11991,12000,4250,4272,22
11991,12000,4281,4282,1
11991,12000,4292,4307,15
11991,12000,4318,4320,2
11991,12000,5075,5090,15
11991,12000,5093,5094,1
11991,12000,5097,5107,10
11991,12000,5358,5373,15
11991,12000,5524,5527,3
11991,12000,5533,5540,7
11991,12000,6293,6296,3
11991,12000,7727,7735,8
11991,12000,7754,7756,2
11991,12000,7760,7786,26
11991,12000,7806,7842,36
11991,12000,7845,7846,1
11991,12000,7851,7853,2
11991,12000,7888,7894,6
11991,12000,7897,7898,1
11991,12000,7906,7950,44
11991,12000,8247,8256,9
11991,12000,8273,8285,12
11991,12000,9253,9273,20
11991,12000,9585,9647,62
11991,12000,10808,10854,46
11991,12000,12321,12323,2
11991,12000,12846,12866,20
11991,12000,12879,12883,4
11991,12000,12886,12887,1
11991,12000,12976,12984,8
11991,12000,13389,13423,34
11991,12000,13472,13536,64
11991,12000,13768,13774,6
11991,12000,13778,13791,13
11991,12000,14716,14717,1
11991,12000,15387,15399,12
11991,12000,15513,15553,40
11991,12000,15561,15562,1
11991,12000,15567,15573,6
11991,12000,15576,15580,4
11991,12000,15589,15614,25
11991,12000,15664,15673,9
11991,12000,15683,15704,21
11991,12000,15922,15929,7
11991,12000,16094,16095,1
11991,12000,16120,16172,52
11991,12000,16309,16312,3
11991,12000,16437,16458,21
11991,12000,16610,16618,8
11991,12000,17220,17225,5
11991,12000,17903,17922,19
11991,12000,18751,18759,8
11991,12000,19148,19153,5
11991,12000,19505,19541,36
11991,12000,19777,19805,28
11991,12000,19881,19904,23
11991,12000,20893,20896,3
11991,12000,21718,21728,10
11991,12000,22111,22135,24
11991,12000,22137,22178,41
11991,12000,23411,23420,9
11991,12000,23433,23435,2
11991,12000,24224,24243,19
11991,12000,24500,24519,19
11991,12000,24577,24578,1
11991,12000,24584,24600,16
11991,12000,26113,26118,5
11991,12000,26125,26137,12
11991,12000,26139,26140,1
11991,12000,26189,26198,9
11991,12000,26505,26506,1
11991,12000,27183,27204,21
11991,12000,27331,27363,32
11991,12000,27365,27367,2
11991,12000,27377,27417,40
11991,12000,27461,27477,16
11991,12000,27547,27616,69
11991,12000,27618,27633,15
11991,12000,27910,27916,6
11991,12000,28302,28332,30
11992,11993,766,771,5
11992,11993,1424,1442,18
11992,11993,2341,2345,4
11992,11993,2347,2375,28
11992,11993,2410,2423,13
11992,11993,2461,2473,12
11992,11993,3195,3211,16
11992,11993,3393,3395,2
11992,11993,3469,3471,2
11992,11993,3653,3678,25
11992,11993,5042,5075,33
11992,11993,5963,6007,44
11992,11993,6092,6191,99
11992,11993,6654,6658,4
11992,11993,6706,6759,53
11992,11993,6872,6879,7
11992,11993,7013,7038,25
11992,11993,7084,7141,57
11992,11993,7276,7296,20
11992,11993,7309,7337,28
11992,11993,7341,7342,1
11992,11993,7345,7391,46
11992,11993,7518,7541,23
11992,11993,7577,7594,17
11992,11993,7717,7727,10
11992,11993,8235,8245,10
11992,11993,8264,8308,44
11992,11993,9557,9596,39
11992,11993,10241,10249,8
11992,11993,10854,10857,3
11992,11993,10859,10863,4
11992,11993,11025,11041,16
11992,11993,11223,11285,62
11992,11993,11361,11376,15
11992,11993,11388,11413,25
11992,11993,11440,11445,5
11992,11993,11559,11567,8
11992,11993,11656,11666,10
11992,11993,12379,12423,44
11992,11993,12638,12664,26
11992,11993,12854,12873,19
11992,11993,12904,12915,11
11992,11993,13200,13202,2
11992,11993,14074,14086,12
11992,11993,14100,14113,13
11992,11993,15618,15620,2
11992,11993,15950,15960,10
11992,11993,16482,16542,60
11992,11993,16547,16556,9
11992,11993,17281,17304,23
11992,11993,17316,17351,35
11992,11993,17375,17409,34
11992,11993,17704,17712,8
11992,11993,18070,18081,11
11992,11993,18376,18389,13
11992,11993,18512,18544,32
11992,11993,18546,18547,1
11992,11993,19464,19485,21
11992,11993,19538,19553,15
11992,11993,19707,19791,84
11992,11993,19897,19900,3
11992,11993,20055,20064,9
11992,11993,20306,20328,22
11992,11993,20363,20372,9
11992,11993,21095,21113,18
11992,11993,21123,21124,1
11992,11993,22047,22055,8
11992,11993,22173,22186,13
11992,11993,22277,22285,8
11992,11993,23156,23176,20
11992,11993,23852,23855,3
11992,11993,23866,23891,25
11992,11993,23893,23901,8
11992,11993,23904,23935,31
11992,11993,24632,24637,5
11992,11993,24639,24646,7
11992,11993,24656,24663,7
11992,11993,26103,26111,8
11992,11993,26560,26566,6
11992,11993,26636,26691,55
11992,11993,26845,26846,1
11992,11993,26982,26984,2
11992,11993,26987,27031,44
11992,11993,27083,27095,12
11992,11993,27123,27145,22
11992,11993,27371,27373,2
11992,11993,27380,27395,15
11992,11993,28142,28161,19
11992,11993,28191,28193,2
11992,11993,28196,28197,1
11992,11993,28282,28298,16
11992,11993,28301,28320,19
11992,11993,28324,28341,17
11992,11993,28377,28425,48
11992,11994,122,140,18
11992,11994,349,356,7
11992,11994,571,601,30
11992,11994,999,1008,9
11992,11994,1019,1024,5
11992,11994,3701,3721,20
11992,11994,4517,4547,30
11992,11994,4560,4566,6
11992,11994,4578,4591,13
11992,11994,4600,4617,17
11992,11994,4628,4629,1
11992,11994,4672,4723,51
11992,11994,4761,4765,4
11992,11994,4773,4781,8
11992,11994,5233,5259,26
11992,11994,5261,5306,45
11992,11994,5376,5394,18
11992,11994,5648,5657,9
11992,11994,6699,6710,11
11992,11994,7966,7971,5
11992,11994,9240,9255,15
11992,11994,9258,9261,3
11992,11994,12311,12312,1
11992,11994,12314,12319,5
11992,11994,12408,12429,21
11992,11994,12749,12765,16
11992,11994,12806,12817,11
11992,11994,12838,12857,19
11992,11994,12866,12887,21
11992,11994,13200,13202,2
11992,11994,13417,13422,5
11992,11994,13447,13461,14
11992,11994,14049,14050,1
11992,11994,15662,15664,2
11992,11994,15679,15699,20
11992,11994,15734,15735,1
11992,11994,15794,15832,38
11992,11994,15931,15945,14
11992,11994,16218,16235,17
11992,11994,16334,16352,18
11992,11994,18012,18017,5
11992,11994,18253,18353,100
11992,11994,21419,21425,6
11992,11994,21441,21449,8
11992,11994,22642,22646,4
11992,11994,23312,23331,19
11992,11994,23379,23386,7
11992,11994,23417,23421,4
11992,11994,23441,23453,12
11992,11994,24051,24068,17
11992,11994,24129,24130,1
11992,11994,24137,24156,19
11992,11994,24159,24160,1
11992,11994,24167,24182,15
11992,11994,24199,24215,16
11992,11994,24217,24219,2
11992,11994,24223,24249,26
11992,11994,24265,24289,24
11992,11994,24916,24927,11
11992,11994,24929,24957,28
11992,11994,24972,24983,11
11992,11994,25715,25742,27
11992,11994,25835,25941,106
11992,11994,26116,26163,47
11992,11994,26204,26236,32
11992,11994,26657,26689,32
11992,11994,26843,26844,1
11992,11994,27395,27408,13
11992,11995,0,35,35
11992,11995,141,145,4
11992,11995,250,277,27
11992,11995,481,508,27
11992,11995,763,789,26
11992,11995,1597,1606,9
11992,11995,2285,2304,19
11992,11995,2535,2553,18
11992,11995,3015,3100,85
11992,11995,3413,3423,10
11992,11995,5245,5259,14
11992,11995,5346,5360,14
11992,11995,5370,5372,2
11992,11995,5383,5399,16
11992,11995,5493,5518,25
11992,11995,5576,5577,1
11992,11995,5642,5664,22
11992,11995,6300,6301,1
11992,11995,7916,7926,10
11992,11995,10079,10153,74
11992,11995,10816,10827,11
11992,11995,10902,10934,32
11992,11995,11212,11218,6
11992,11995,11227,11258,31
11992,11995,11344,11348,4
11992,11995,12281,12295,14
11992,11995,12348,12354,6
11992,11995,12727,12743,16
11992,11995,12842,12850,8
11992,11995,12860,12861,1
11992,11995,13121,13155,34
11992,11995,13425,13440,15
11992,11995,13465,13466,1
11992,11995,13468,13508,40
11992,11995,13570,13598,28
11992,11995,14747,14768,21
11992,11995,14773,14776,3
11992,11995,14795,14798,3
11992,11995,14807,14831,24
11992,11995,15465,15467,2
11992,11995,15469,15477,8
11992,11995,15484,15487,3
11992,11995,15555,15568,13
11992,11995,15606,15669,63
11992,11995,16684,16718,34
11992,11995,16785,16786,1
11992,11995,16792,16798,6
11992,11995,17546,17586,40
11992,11995,17658,17665,7
11992,11995,17671,17691,20
11992,11995,18242,18283,41
11992,11995,18308,18322,14
11992,11995,19731,19770,39
11992,11995,20485,20540,55
11992,11995,20666,20719,53
11992,11995,20773,20791,18
11992,11995,20804,20807,3
11992,11995,21472,21475,3
11992,11995,22696,22701,5
11992,11995,23058,23064,6
11992,11995,23664,23667,3
11992,11995,24461,24497,36
11992,11995,24528,24541,13
11992,11995,24636,24649,13
11992,11996,1050,1067,17
11992,11996,1107,1140,33
11992,11996,1318,1379,61
11992,11996,1616,1623,7
11992,11996,1635,1651,16
11992,11996,1740,1769,29
11992,11996,2332,2353,21
11992,11996,2359,2360,1
11992,11996,2465,2475,10
11992,11996,3973,3995,22
11992,11996,3999,4001,2
11992,11996,4003,4004,1
11992,11996,4006,4056,50
11992,11996,4058,4102,44
11992,11996,4158,4176,18
11992,11996,4207,4210,3
11992,11996,6501,6547,46
11992,11996,6720,6752,32
11992,11996,7066,7098,32
11992,11996,7608,7651,43
11992,11996,7692,7700,8
11992,11996,8080,8096,16
11992,11996,8124,8147,23
11992,11996,8177,8178,1
11992,11996,8183,8223,40
11992,11996,8272,8294,22
11992,11996,8299,8314,15
11992,11996,8321,8368,47
11992,11996,8371,8373,2
11992,11996,8375,8376,1
11992,11996,8395,8396,1
11992,11996,8402,8415,13
11992,11996,8417,8439,22
11992,11996,10211,10234,23
11992,11996,10247,10254,7
11992,11996,10429,10434,5
11992,11996,10874,10882,8
11992,11996,11201,11210,9
11992,11996,12435,12436,1
11992,11996,12542,12556,14
11992,11996,12631,12644,13
11992,11996,12673,12705,32
11992,11996,12729,12746,17
11992,11996,13321,13330,9
11992,11996,13936,13944,8
11992,11996,14037,14057,20
11992,11996,15313,15317,4
11992,11996,15358,15360,2
11992,11996,15363,15402,39
11992,11996,15417,15419,2
11992,11996,15421,15458,37
11992,11996,17620,17625,5
11992,11996,17640,17643,3
11992,11996,17841,17844,3
11992,11996,17879,17894,15
11992,11996,17914,17923,9
11992,11996,18176,18177,1
11992,11996,18206,18216,10
11992,11996,18491,18494,3
11992,11996,19556,19603,47
11992,11996,19784,19800,16
11992,11996,19964,19985,21
11992,11996,20194,20251,57
11992,11996,21294,21298,4
11992,11996,21312,21341,29
11992,11996,21369,21381,12
11992,11996,21439,21467,28
11992,11996,21469,21476,7
11992,11996,22436,22461,25
11992,11996,23537,23538,1
11992,11996,23540,23592,52
11992,11996,23798,23814,16
11992,11996,23968,23969,1
11992,11996,24001,24032,31
11992,11996,24057,24081,24
11992,11996,24282,24285,3
11992,11996,24287,24290,3
11992,11996,24300,24301,1
11992,11996,24304,24357,53
11992,11996,24589,24596,7
11992,11996,24762,24769,7
11992,11996,24771,24772,1
11992,11996,24786,24828,42
11992,11996,26049,26081,32
11992,11996,26102,26129,27
11992,11996,26247,26249,2
11992,11996,26263,26277,14
11992,11996,26386,26425,39
11992,11996,26470,26489,19
11992,11996,27316,27331,15
11992,11996,27357,27366,9
11992,11996,27373,27378,5
11992,11996,27807,27821,14
11992,11997,172,200,28
11992,11997,234,235,1
11992,11997,888,900,12
11992,11997,970,980,10
11992,11997,1356,1368,12
11992,11997,1600,1615,15
11992,11997,3363,3374,11
11992,11997,3513,3521,8
11992,11997,3524,3526,2
11992,11997,3867,3895,28
11992,11997,3900,3910,10
11992,11997,4080,4090,10
11992,11997,4119,4147,28
11992,11997,4166,4188,22
11992,11997,5282,5283,1
11992,11997,5290,5291,1
11992,11997,5640,5719,79
11992,11997,7245,7260,15
11992,11997,7619,7631,12
11992,11997,7668,7712,44
11992,11997,7737,7752,15
11992,11997,7925,7936,11
11992,11997,7993,7999,6
11992,11997,8005,8053,48
11992,11997,8055,8066,11
11992,11997,8078,8083,5
11992,11997,8233,8240,7
11992,11997,8251,8256,5
11992,11997,8258,8260,2
11992,11997,8848,8866,18
11992,11997,8902,8903,1
11992,11997,8910,8912,2
11992,11997,9628,9665,37
11992,11997,9679,9709,30
11992,11997,10214,10219,5
11992,11997,10887,10903,16
11992,11997,10991,11041,50
11992,11997,11979,11989,10
11992,11997,12048,12068,20
11992,11997,12107,12128,21
11992,11997,12130,12133,3
11992,11997,12135,12196,61
11992,11997,12219,12227,8
11992,11997,12244,12262,18
11992,11997,12387,12401,14
11992,11997,12633,12654,21
11992,11997,12717,12731,14
11992,11997,12776,12789,13
11992,11997,12831,12840,9
11992,11997,12929,12934,5
11992,11997,13033,13050,17
11992,11997,13057,13073,16
11992,11997,13198,13213,15
11992,11997,13215,13244,29
11992,11997,14312,14347,35
11992,11997,14555,14592,37
11992,11997,14659,14685,26
11992,11997,15256,15268,12
11992,11997,15340,15347,7
11992,11997,15386,15399,13
11992,11997,18227,18236,9
11992,11997,18243,18264,21
11992,11997,18429,18433,4
11992,11997,18495,18515,20
11992,11997,18837,18838,1
11992,11997,18857,18882,25
11992,11997,18884,18885,1
11992,11997,18902,18920,18
11992,11997,19064,19118,54
11992,11997,19189,19197,8
11992,11997,19203,19206,3
11992,11997,19252,19276,24
11992,11997,19302,19310,8
11992,11997,21418,21432,14
11992,11997,21439,21456,17
11992,11997,21528,21529,1
11992,11997,21534,21547,13
11992,11997,21568,21641,73
11992,11997,22130,22134,4
11992,11997,22279,22293,14
11992,11997,23968,23971,3
11992,11997,24269,24289,20
11992,11997,24486,24507,21
11992,11997,25445,25446,1
11992,11997,25519,25522,3
11992,11998,518,523,5
11992,11998,783,794,11
11992,11998,1618,1623,5
11992,11998,1643,1649,6
11992,11998,1678,1679,1
11992,11998,1683,1696,13
11992,11998,1948,1973,25
11992,11998,2345,2365,20
11992,11998,3648,3660,12
11992,11998,3669,3688,19
11992,11998,3904,3962,58
11992,11998,4093,4111,18
11992,11998,4216,4228,12
11992,11998,4280,4295,15
11992,11998,4297,4299,2
11992,11998,5711,5729,18
11992,11998,5756,5778,22
11992,11998,5782,5785,3
11992,11998,5845,5895,50
11992,11998,5973,5983,10
11992,11998,6037,6050,13
11992,11998,6079,6105,26
11992,11998,6253,6273,20
11992,11998,6597,6617,20
11992,11998,6669,6700,31
11992,11998,6742,6743,1
11992,11998,6745,6759,14
11992,11998,7013,7027,14
11992,11998,7060,7075,15
11992,11998,7099,7144,45
11992,11998,7155,7170,15
11992,11998,7395,7397,2
11992,11998,7400,7405,5
11992,11998,7512,7520,8
11992,11998,8264,8329,65
11992,11998,12539,12574,35
11992,11998,12664,12679,15
11992,11998,12690,12726,36
11992,11998,12793,12816,23
11992,11998,12893,12906,13
11992,11998,12912,12952,40
11992,11998,13152,13184,32
11992,11998,13938,13947,9
11992,11998,14026,14040,14
11992,11998,14082,14118,36
11992,11998,14144,14182,38
11992,11998,15322,15337,15
11992,11998,15905,15912,7
11992,11998,15926,15932,6
11992,11998,15957,15965,8
11992,11998,17013,17030,17
11992,11998,17034,17036,2
11992,11998,18428,18453,25
11992,11998,18509,18514,5
11992,11998,18609,18610,1
11992,11998,18734,18738,4
11992,11998,18740,18775,35
11992,11998,18845,18855,10
11992,11998,18872,18892,20
11992,11998,19115,19132,17
11992,11998,19990,19999,9
11992,11998,20699,20719,20
11992,11998,20770,20776,6
11992,11998,20779,20787,8
11992,11998,20792,20793,1
11992,11998,20821,20852,31
11992,11998,20855,20874,19
11992,11998,20914,20918,4
11992,11998,21495,21499,4
11992,11998,21731,21759,28
11992,11998,21761,21766,5
11992,11998,22292,22293,1
11992,11998,22328,22418,90
11992,11998,22421,22423,2
11992,11998,22444,22467,23
11992,11998,22549,22593,44
11992,11998,23820,23835,15
11992,11998,24595,24597,2
11992,11998,25357,25381,24
11992,11998,25387,25388,1
11992,11998,25991,26005,14
11992,11998,26141,26157,16
11992,11998,27738,27762,24
11992,11998,28045,28067,22
11992,11999,447,463,16
11992,11999,634,642,8
11992,11999,743,747,4
11992,11999,775,787,12
11992,11999,890,893,3
11992,11999,909,917,8
11992,11999,1519,1534,15
11992,11999,2405,2440,35
11992,11999,2443,2447,4
11992,11999,2485,2490,5
11992,11999,2492,2495,3
11992,11999,2497,2531,34
11992,11999,2553,2580,27
11992,11999,2603,2628,25
11992,11999,2755,2781,26
11992,11999,3996,4026,30
11992,11999,4030,4032,2
11992,11999,4169,4189,20
11992,11999,4281,4302,21
11992,11999,4738,4739,1
11992,11999,4743,4752,9
11992,11999,4758,4779,21
11992,11999,4876,4882,6
11992,11999,4906,4929,23
11992,11999,5256,5260,4
11992,11999,7004,7024,20
11992,11999,7034,7069,35
11992,11999,7156,7163,7
11992,11999,7214,7223,9
11992,11999,7668,7688,20
11992,11999,8203,8236,33
11992,11999,8253,8265,12
11992,11999,9759,9761,2
11992,11999,9765,9767,2
11992,11999,9794,9809,15
11992,11999,10024,10025,1
11992,11999,10033,10045,12
11992,11999,10408,10414,6
11992,11999,11606,11628,22
11992,11999,12483,12493,10
11992,11999,14056,14089,33
11992,11999,14381,14388,7
11992,11999,14397,14399,2
11992,11999,14475,14486,11
11992,11999,14901,14926,25
11992,11999,15665,15675,10
11992,11999,17855,17906,51
11992,11999,18032,18043,11
11992,11999,18477,18486,9
11992,11999,18654,18667,13
11992,11999,18724,18781,57
11992,11999,18926,18933,7
11992,11999,19604,19619,15
11992,11999,19776,19821,45
11992,11999,20334,20337,3
11992,11999,20356,20388,32
11992,11999,20602,20612,10
11992,11999,20615,20636,21
11992,11999,20640,20642,2
11992,11999,20644,20674,30
11992,11999,20687,20695,8
11992,11999,20761,20779,18
11992,11999,21139,21164,25
11992,11999,21206,21219,13
11992,11999,21267,21285,18
11992,11999,21304,21318,14
11992,11999,21342,21347,5
11992,11999,21349,21357,8
11992,11999,21359,21366,7
11992,11999,21858,21957,99
11992,11999,21963,21975,12
11992,11999,22629,22646,17
11992,11999,23494,23506,12
11992,11999,23595,23609,14
11992,11999,25413,25427,14
11992,11999,25981,25987,6
11992,11999,26401,26411,10
11992,11999,26775,26794,19
11992,11999,27060,27078,18
11992,11999,27701,27704,3
11992,11999,27725,27746,21
11992,11999,27760,27785,25
11992,11999,28003,28011,8
11992,12000,959,975,16
11992,12000,1118,1208,90
11992,12000,1320,1359,39
11992,12000,1365,1397,32
11992,12000,1543,1551,8
11992,12000,1610,1632,22
11992,12000,1641,1659,18
11992,12000,1661,1662,1
11992,12000,2112,2116,4
11992,12000,2163,2164,1
11992,12000,2726,2742,16
11992,12000,3195,3197,2
11992,12000,3203,3234,31
11992,12000,3777,3784,7
11992,12000,4204,4214,10
11992,12000,4481,4484,3
11992,12000,4486,4488,2
11992,12000,5727,5736,9
11992,12000,5822,5857,35
11992,12000,5910,5924,14
11992,12000,5941,5944,3
11992,12000,5960,5976,16
11992,12000,6050,6072,22
11992,12000,6079,6088,9
11992,12000,6188,6209,21
11992,12000,6237,6248,11
11992,12000,6969,6983,14
11992,12000,7460,7497,37
11992,12000,8432,8434,2
11992,12000,8438,8509,71
11992,12000,8527,8536,9
11992,12000,8620,8627,7
11992,12000,8631,8633,2
11992,12000,8648,8656,8
11992,12000,9248,9262,14
11992,12000,9518,9523,5
11992,12000,9526,9545,19
11992,12000,9558,9576,18
11992,12000,9918,9981,63
11992,12000,10016,10049,33
11992,12000,10152,10213,61
11992,12000,10805,10826,21
11992,12000,10858,10867,9
11992,12000,11190,11208,18
11992,12000,11229,11232,3
11992,12000,11269,11316,47
11992,12000,12715,12729,14
11992,12000,13374,13393,19
11992,12000,13834,13857,23
11992,12000,14336,14348,12
11992,12000,14897,14925,28
11992,12000,15368,15410,42
11992,12000,16250,16267,17
11992,12000,16458,16485,27
11992,12000,16490,16512,22
11992,12000,16593,16604,11
11992,12000,16850,16852,2
11992,12000,16859,16883,24
11992,12000,17419,17420,1
11992,12000,17434,17470,36
11992,12000,17514,17551,37
11992,12000,17555,17562,7
11992,12000,17575,17650,75
11992,12000,17657,17676,19
11992,12000,17858,17869,11
11992,12000,18402,18418,16
11992,12000,18651,18664,13
11992,12000,19073,19079,6
11992,12000,19085,19090,5
11992,12000,19247,19255,8
11992,12000,19514,19566,52
11992,12000,19697,19709,12
11992,12000,20054,20055,1
11992,12000,20059,20060,1
11992,12000,20077,20116,39
11992,12000,20121,20124,3
11992,12000,21713,21720,7
11992,12000,22305,22309,4
11992,12000,22313,22315,2
11992,12000,22343,22352,9
11992,12000,22823,22829,6
11992,12000,24474,24482,8
11992,12000,25234,25252,18
11992,12000,28159,28167,8
11992,12000,28283,28288,5
11992,12000,28624,28652,28
11993,11994,722,764,42
11993,11994,2552,2571,19
11993,11994,2588,2594,6
11993,11994,2644,2685,41
11993,11994,2931,2934,3
11993,11994,8865,8880,15
11993,11994,8883,8889,6
11993,11994,9385,9399,14
11993,11994,10444,10453,9
11993,11994,11736,11747,11
11993,11994,11749,11753,4
11993,11994,11985,12044,59
11993,11994,12355,12374,19
11993,11994,12408,12417,9
11993,11994,12420,12425,5
11993,11994,12529,12532,3
11993,11994,12545,12558,13
11993,11994,12565,12570,5
11993,11994,12659,12668,9
11993,11994,12700,12722,22
11993,11994,12845,12864,19
11993,11994,12890,12901,11
11993,11994,13125,13215,90
11993,11994,14336,14374,38
11993,11994,14477,14524,47
11993,11994,14566,14580,14
11993,11994,16166,16205,39
11993,11994,16362,16367,5
11993,11994,16380,16385,5
11993,11994,16409,16416,7
11993,11994,17495,17509,14
11993,11994,17532,17547,15
11993,11994,17551,17552,1
11993,11994,17554,17555,1
11993,11994,18561,18567,6
11993,11994,19229,19274,45
11993,11994,19390,19404,14
11993,11994,19808,19832,24
11993,11994,20186,20187,1
11993,11994,20418,20428,10
11993,11994,21198,21215,17
11993,11994,21228,21231,3
11993,11994,21663,21681,18
11993,11994,22689,22712,23
11993,11994,23406,23416,10
11993,11994,23422,23424,2
11993,11994,23426,23437,11
11993,11994,23580,23608,28
11993,11994,23635,23667,32
11993,11994,23690,23700,10
11993,11994,24581,24611,30
11993,11994,24768,24782,14
11993,11994,24877,24886,9
11993,11994,24892,24906,14
11993,11994,25103,25117,14
11993,11994,25196,25255,59
11993,11994,26291,26294,3
11993,11994,26657,26699,42
11993,11994,26711,26759,48
11993,11994,26799,26824,25
11993,11994,27508,27529,21
11993,11994,28709,28721,12
11993,11994,28742,28775,33
11993,11995,105,108,3
11993,11995,544,551,7
11993,11995,556,582,26
11993,11995,772,783,11
11993,11995,817,827,10
11993,11995,1288,1297,9
11993,11995,2044,2053,9
11993,11995,2061,2130,69
11993,11995,2158,2180,22
11993,11995,2195,2214,19
11993,11995,2228,2241,13
11993,11995,3125,3145,20
11993,11995,3231,3255,24
11993,11995,4549,4554,5
11993,11995,4586,4590,4
11993,11995,4594,4600,6
11993,11995,5303,5306,3
11993,11995,7996,8024,28
11993,11995,8849,8871,22
11993,11995,8929,8974,45
11993,11995,10773,10808,35
11993,11995,10832,10858,26
11993,11995,11243,11261,18
11993,11995,11314,11322,8
11993,11995,11328,11360,32
11993,11995,11589,11601,12
11993,11995,11607,11615,8
11993,11995,11885,11915,30
11993,11995,12053,12075,22
11993,11995,12078,12082,4
11993,11995,12085,12087,2
11993,11995,12089,12091,2
11993,11995,12093,12105,12
11993,11995,12706,12725,19
11993,11995,12844,12862,18
11993,11995,12983,12999,16
11993,11995,13154,13158,4
11993,11995,13192,13229,37
11993,11995,13249,13303,54
11993,11995,14449,14544,95
11993,11995,15226,15247,21
11993,11995,15375,15397,22
11993,11995,15495,15496,1
11993,11995,15499,15502,3
11993,11995,15518,15528,10
11993,11995,15598,15600,2
11993,11995,16580,16601,21
11993,11995,16949,16974,25
11993,11995,17684,17688,4
11993,11995,17743,17779,36
11993,11995,17795,17801,6
11993,11995,17898,17907,9
11993,11995,18780,18785,5
11993,11995,19729,19741,12
11993,11995,19743,19759,16
11993,11995,19763,19768,5
11993,11995,19823,19846,23
11993,11995,19920,19949,29
11993,11995,19958,19965,7
11993,11995,20129,20143,14
11993,11995,20423,20461,38
11993,11995,20564,20572,8
11993,11995,20577,20593,16
11993,11995,20603,20630,27
11993,11995,23659,23666,7
11993,11995,23668,23702,34
11993,11995,23711,23722,11
