node_1,node_2,start_of_interaction,end_of_interaction,duration
11990,11993,25361,25365,4
11990,11993,25657,25661,4
11990,11993,25851,25857,6
11990,11993,26726,26738,12
11990,11994,323,340,17
11990,11994,568,597,29
11990,11994,599,600,1
11990,11994,606,614,8
11990,11994,628,631,3
11990,11994,1849,1877,28
11990,11994,2355,2359,4
11990,11994,2372,2384,12
11990,11994,2416,2436,20
11990,11994,3674,3682,8
11990,11994,3685,3716,31
11990,11994,5183,5229,46
11990,11994,5233,5253,20
11990,11994,6689,6691,2
11990,11994,6703,6710,7
11990,11994,6736,6753,17
11990,11994,6764,6787,23
11990,11994,6799,6810,11
11990,11994,7170,7181,11
11990,11994,7231,7248,17
11990,11994,7886,7889,3
11990,11994,7898,7950,52
11990,11994,8024,8032,8
11990,11994,9387,9395,8
11990,11994,9818,9882,64
11990,11994,11555,11565,10
11990,11994,11604,11629,25
11990,11994,11631,11632,1
11990,11994,11674,11683,9
11990,11994,12939,12972,33
11990,11994,13591,13630,39
11990,11994,15581,15590,9
11990,11994,15687,15690,3
11990,11994,15693,15694,1
11990,11994,15952,15955,3
11990,11994,15958,15961,3
11990,11994,15964,15980,16
11990,11994,16102,16109,7
11990,11994,16113,16115,2
11990,11994,16136,16151,15
11990,11994,17152,17153,1
11990,11994,19228,19237,9
11990,11994,19255,19278,23
11990,11994,19454,19476,22
11990,11994,19714,19731,17
11990,11994,23260,23264,4
11990,11994,23266,23279,13
11990,11994,24919,24952,33
11990,11994,26191,26194,3
11990,11994,26731,26736,5
11990,11994,27008,27038,30
11990,11995,314,439,125
11990,11995,485,493,8
11990,11995,687,691,4
11990,11995,965,969,4
11990,11995,974,1039,65
11990,11995,1276,1326,50
11990,11995,3933,3951,18
11990,11995,4005,4013,8
11990,11995,4547,4548,1
11990,11995,4643,4653,10
11990,11995,5172,5187,15
11990,11995,5233,5289,56
11990,11995,7688,7697,9
11990,11995,7703,7706,3
11990,11995,7716,7718,2
11990,11995,7727,7796,69
11990,11995,9797,9802,5
11990,11995,9981,10028,47
11990,11995,10221,10234,13
11990,11995,10267,10271,4
11990,11995,10390,10403,13
11990,11995,11880,11881,1
11990,11995,11883,11884,1
11990,11995,13130,13131,1
11990,11995,13498,13511,13
11990,11995,13865,13881,16
11990,11995,13914,13944,30
11990,11995,14185,14201,16
11990,11995,14541,14559,18
11990,11995,15272,15293,21
11990,11995,15425,15493,68
11990,11995,16915,16923,8
11990,11995,16976,17018,42
11990,11995,17805,17852,47
11990,11995,17928,17939,11
11990,11995,17946,17967,21
11990,11995,19197,19232,35
11990,11995,20026,20057,31
11990,11995,20491,20493,2
11990,11995,20495,20527,32
11990,11995,20588,20620,32
11990,11995,23089,23103,14
11990,11995,24109,24127,18
11990,11995,24269,24271,2
11990,11995,24273,24275,2
11990,11995,24291,24313,22
11990,11995,24321,24350,29
11990,11995,24397,24415,18
11990,11995,24929,24942,13
11990,11995,25560,25567,7
11990,11995,25573,25581,8
11990,11995,25757,25763,6
11990,11995,25810,25821,11
11990,11995,25825,25827,2
11990,11995,27792,27798,6
11990,11995,28607,28620,13
11990,11995,28627,28634,7
11990,11995,28636,28637,1
11990,11995,28653,28654,1
11990,11995,28656,28661,5
11990,11996,193,247,54
11990,11996,291,302,11
11990,11996,343,354,11
11990,11996,407,441,34
11990,11996,479,499,20
11990,11996,665,688,23
11990,11996,705,737,32
11990,11996,739,740,1
11990,11996,756,760,4
11990,11996,1185,1215,30
11990,11996,2128,2131,3
11990,11996,2133,2134,1
11990,11996,2589,2600,11
11990,11996,2634,2661,27
11990,11996,2710,2740,30
11990,11996,2816,2817,1
11990,11996,2819,2865,46
11990,11996,3080,3102,22
11990,11996,5171,5176,5
11990,11996,5178,5191,13
11990,11996,5220,5237,17
11990,11996,5731,5744,13
11990,11996,5955,5962,7
11990,11996,6041,6043,2
11990,11996,6123,6166,43
11990,11996,6186,6210,24
11990,11996,6447,6450,3
11990,11996,6453,6457,4
11990,11996,6459,6469,10
11990,11996,6644,6656,12
11990,11996,8145,8158,13
11990,11996,8183,8269,86
11990,11996,8430,8438,8
11990,11996,8600,8607,7
11990,11996,8638,8655,17
11990,11996,8695,8713,18
11990,11996,8724,8739,15
11990,11996,9868,9884,16
11990,11996,10186,10202,16
11990,11996,10222,10241,19
11990,11996,10489,10502,13
11990,11996,10841,10856,15
11990,11996,10874,10876,2
11990,11996,10882,10885,3
11990,11996,10887,10891,4
11990,11996,10900,10956,56
11990,11996,11787,11796,9
11990,11996,11810,11842,32
11990,11996,11844,11847,3
11990,11996,13300,13308,8
11990,11996,13985,14001,16
11990,11996,14110,14117,7
11990,11996,14186,14195,9
11990,11996,14232,14239,7
11990,11996,14790,14802,12
11990,11996,14826,14827,1
11990,11996,14854,14858,4
11990,11996,14860,14861,1
11990,11996,14869,14873,4
11990,11996,14905,14913,8
11990,11996,14932,14947,15
11990,11996,15019,15022,3
11990,11996,15174,15199,25
11990,11996,15207,15208,1
11990,11996,15214,15219,5
11990,11996,15627,15651,24
11990,11996,15751,15760,9
11990,11996,16067,16091,24
11990,11996,16168,16181,13
11990,11996,16247,16257,10
11990,11996,18288,18297,9
11990,11996,18374,18400,26
11990,11996,18708,18740,32
11990,11996,18756,18769,13
11990,11996,18771,18779,8
11990,11996,18790,18818,28
11990,11996,18978,18982,4
11990,11996,18984,18999,15
11990,11996,19032,19051,19
11990,11996,19902,19914,12
11990,11996,21622,21650,28
11990,11996,22610,22630,20
11990,11996,22656,22662,6
11990,11996,22665,22671,6
11990,11996,22699,22717,18
11990,11996,22743,22797,54
11990,11996,22890,22943,53
11990,11996,23184,23201,17
11990,11996,24700,24755,55
11990,11996,24774,24792,18
11990,11996,24805,24822,17
11990,11996,24827,24846,19
11990,11996,25146,25155,9
11990,11996,25180,25242,62
11990,11996,25553,25571,18
11990,11996,25666,25695,29
11990,11996,25762,25780,18
11990,11996,26077,26089,12
11990,11996,26278,26289,11
11990,11996,26300,26305,5
11990,11996,26406,26422,16
11990,11996,26432,26480,48
11990,11996,26483,26513,30
11990,11996,26538,26539,1
11990,11996,26576,26590,14
11990,11996,26798,26882,84
11990,11996,27295,27320,25
11990,11996,27736,27749,13
11990,11996,27770,27786,16
11990,11996,28086,28122,36
11990,11996,28131,28139,8
11990,11996,28294,28299,5
11990,11996,28313,28323,10
11990,11996,28325,28326,1
11990,11996,28373,28412,39
11990,11996,28452,28489,37
11990,11997,0,3,3
11990,11997,943,951,8
11990,11997,2005,2019,14
11990,11997,2185,2194,9
11990,11997,2381,2391,10
11990,11997,2447,2462,15
11990,11997,3127,3176,49
11990,11997,3190,3204,14
11990,11997,3737,3743,6
11990,11997,4559,4563,4
11990,11997,4714,4725,11
11990,11997,6260,6269,9
11990,11997,6287,6288,1
11990,11997,6290,6298,8
11990,11997,6336,6355,19
11990,11997,6523,6524,1
11990,11997,6529,6533,4
11990,11997,6536,6549,13
11990,11997,7126,7144,18
11990,11997,8127,8138,11
11990,11997,9393,9410,17
11990,11997,9530,9534,4
11990,11997,9804,9815,11
11990,11997,10003,10004,1
11990,11997,10065,10086,21
11990,11997,10102,10104,2
11990,11997,10218,10242,24
11990,11997,10609,10644,35
11990,11997,10654,10659,5
11990,11997,10663,10685,22
11990,11997,10700,10731,31
11990,11997,10747,10748,1
11990,11997,10754,10770,16
11990,11997,10795,10825,30
11990,11997,10933,10965,32
11990,11997,11309,11328,19
11990,11997,11580,11628,48
11990,11997,11714,11731,17
11990,11997,11742,11746,4
11990,11997,11950,11979,29
11990,11997,12013,12028,15
11990,11997,12056,12077,21
11990,11997,12093,12098,5
11990,11997,12106,12155,49
11990,11997,12946,12958,12
11990,11997,13045,13066,21
11990,11997,14493,14501,8
11990,11997,14771,14786,15
11990,11997,15125,15136,11
11990,11997,15140,15148,8
11990,11997,15201,15221,20
11990,11997,16524,16547,23
11990,11997,18056,18082,26
11990,11997,19312,19327,15
11990,11997,21523,21537,14
11990,11997,21565,21577,12
11990,11997,21584,21624,40
11990,11997,22499,22516,17
11990,11997,22567,22586,19
11990,11997,22664,22699,35
11990,11997,22785,22789,4
11990,11997,23154,23168,14
11990,11997,23385,23425,40
11990,11997,23439,23468,29
11990,11997,23470,23475,5
11990,11997,23515,23521,6
11990,11997,23796,23808,12
11990,11997,23812,23837,25
11990,11997,24646,24726,80
11990,11997,25534,25548,14
11990,11997,26763,26778,15
11990,11997,27254,27260,6
11990,11997,27291,27302,11
11990,11997,27360,27379,19
11990,11997,27442,27452,10
11990,11997,28218,28223,5
11990,11997,28225,28226,1
11990,11997,28255,28256,1
11990,11997,28274,28275,1
11990,11997,28309,28324,15
11990,11997,28326,28341,15
11990,11997,28344,28347,3
11990,11997,28365,28399,34
11990,11998,232,250,18
11990,11998,361,370,9
11990,11998,534,546,12
11990,11998,554,569,15
11990,11998,596,610,14
11990,11998,614,621,7
11990,11998,623,628,5
11990,11998,675,693,18
11990,11998,821,846,25
11990,11998,853,854,1
11990,11998,856,871,15
11990,11998,899,906,7
11990,11998,1000,1005,5
11990,11998,1776,1781,5
11990,11998,1809,1829,20
11990,11998,1838,1840,2
11990,11998,1879,1880,1
11990,11998,2183,2210,27
11990,11998,3275,3280,5
11990,11998,3296,3307,11
11990,11998,3320,3332,12
11990,11998,3714,3718,4
11990,11998,4718,4769,51
11990,11998,6622,6629,7
11990,11998,6822,6841,19
11990,11998,6847,6856,9
11990,11998,6939,6961,22
11990,11998,8571,8583,12
11990,11998,8739,8751,12
11990,11998,10032,10038,6
11990,11998,10066,10072,6
11990,11998,10074,10079,5
11990,11998,10236,10292,56
11990,11998,10360,10415,55
11990,11998,10443,10447,4
11990,11998,12498,12512,14
11990,11998,12894,12916,22
11990,11998,12959,12961,2
11990,11998,12972,12988,16
11990,11998,13213,13227,14
11990,11998,14067,14070,3
11990,11998,14082,14131,49
11990,11998,14139,14141,2
11990,11998,14612,14616,4
11990,11998,14700,14736,36
11990,11998,14846,14854,8
11990,11998,14881,14886,5
11990,11998,14897,14946,49
11990,11998,15080,15111,31
11990,11998,15260,15263,3
11990,11998,16123,16155,32
11990,11998,16199,16202,3
11990,11998,16295,16322,27
11990,11998,16345,16372,27
11990,11998,16383,16403,20
11990,11998,17460,17461,1
11990,11998,17571,17597,26
11990,11998,17600,17634,34
11990,11998,17644,17664,20
11990,11998,17806,17824,18
11990,11998,18215,18235,20
11990,11998,18248,18264,16
11990,11998,18285,18303,18
11990,11998,19517,19523,6
11990,11998,19525,19530,5
11990,11998,19684,19703,19
11990,11998,20621,20631,10
11990,11998,20851,20854,3
11990,11998,21121,21140,19
11990,11998,21160,21170,10
11990,11998,21292,21334,42
11990,11998,21337,21340,3
11990,11998,21349,21363,14
11990,11998,21378,21385,7
11990,11998,21630,21631,1
11990,11998,21634,21644,10
11990,11998,23102,23106,4
11990,11998,23121,23152,31
11990,11998,23242,23257,15
11990,11998,23289,23317,28
11990,11998,23336,23339,3
11990,11998,23400,23405,5
11990,11998,23408,23410,2
11990,11998,23417,23520,103
11990,11998,23536,23541,5
11990,11998,24706,24724,18
11990,11998,25848,25854,6
11990,11998,25923,25940,17
11990,11998,26017,26025,8
11990,11998,26028,26049,21
11990,11998,26085,26128,43
11990,11998,27066,27092,26
11990,11998,27314,27323,9
11990,11998,27802,27809,7
11990,11998,27827,27830,3
11990,11998,27852,27859,7
11990,11998,27902,27919,17
11990,11998,27921,27950,29
11990,11998,27971,28007,36
11990,11998,28037,28082,45
11990,11998,28095,28096,1
11990,11998,28109,28111,2
11990,11998,28143,28149,6
11990,11998,28151,28163,12
11990,11999,7,81,74
11990,11999,139,218,79
11990,11999,598,599,1
11990,11999,2026,2036,10
11990,11999,2949,2961,12
11990,11999,2983,3001,18
11990,11999,3163,3188,25
11990,11999,3824,3846,22
11990,11999,4856,4888,32
11990,11999,5116,5133,17
11990,11999,5270,5275,5
11990,11999,5320,5321,1
11990,11999,6940,6969,29
11990,11999,7962,7966,4
11990,11999,7973,7983,10
11990,11999,7994,8017,23
11990,11999,8030,8049,19
11990,11999,8067,8109,42
11990,11999,8116,8120,4
11990,11999,8204,8233,29
11990,11999,8237,8242,5
11990,11999,8526,8541,15
11990,11999,8594,8597,3
11990,11999,8599,8605,6
11990,11999,8629,8649,20
11990,11999,8695,8730,35
11990,11999,8744,8764,20
11990,11999,10767,10782,15
11990,11999,14003,14042,39
11990,11999,14077,14089,12
11990,11999,14610,14637,27
11990,11999,14646,14682,36
11990,11999,15895,15940,45
11990,11999,16533,16561,28
11990,11999,16567,16568,1
11990,11999,16571,16578,7
11990,11999,17123,17126,3
11990,11999,17288,17291,3
11990,11999,19397,19412,15
11990,11999,20117,20136,19
11990,11999,20140,20147,7
11990,11999,20149,20213,64
11990,11999,20292,20309,17
11990,11999,20368,20376,8
11990,11999,21658,21668,10
11990,11999,21970,21976,6
11990,11999,22957,23002,45
11990,11999,23025,23050,25
11990,11999,25837,25850,13
11990,11999,25873,25875,2
11990,11999,25919,25937,18
11990,11999,26409,26434,25
11990,11999,26436,26447,11
11990,11999,26913,26926,13
11990,11999,26930,26932,2
11990,11999,26935,26964,29
11990,11999,27191,27200,9
11990,11999,27838,27857,19
11990,11999,27859,27873,14
11990,11999,27920,27950,30
11990,11999,28091,28096,5
11990,11999,28151,28155,4
11990,11999,28159,28193,34
11990,12000,204,212,8
11990,12000,672,691,19
11990,12000,760,783,23
11990,12000,1048,1064,16
11990,12000,1075,1092,17
11990,12000,1934,1944,10
11990,12000,2226,2227,1
11990,12000,5328,5340,12
11990,12000,7182,7205,23
11990,12000,7213,7263,50
11990,12000,7265,7267,2
11990,12000,8282,8380,98
11990,12000,8436,8437,1
11990,12000,8440,8444,4
11990,12000,9285,9378,93
11990,12000,9508,9509,1
11990,12000,9684,9744,60
11990,12000,9768,9786,18
11990,12000,10326,10359,33
11990,12000,10367,10370,3
11990,12000,10909,10937,28
11990,12000,10954,10983,29
11990,12000,11885,11897,12
11990,12000,12551,12553,2
11990,12000,12598,12623,25
11990,12000,12968,12978,10
11990,12000,13238,13261,23
11990,12000,13263,13270,7
11990,12000,13382,13395,13
11990,12000,13869,13871,2
11990,12000,13873,13879,6
11990,12000,14740,14745,5
11990,12000,15760,15765,5
11990,12000,16347,16372,25
11990,12000,16641,16643,2
11990,12000,16950,16981,31
11990,12000,17227,17234,7
11990,12000,17241,17242,1
11990,12000,17325,17336,11
11990,12000,19007,19019,12
11990,12000,20118,20121,3
11990,12000,20163,20176,13
11990,12000,20729,20731,2
11990,12000,20782,20826,44
11990,12000,20925,20938,13
11990,12000,20984,20988,4
11990,12000,21798,21810,12
11990,12000,23760,23764,4
11990,12000,23795,23848,53
11990,12000,24181,24236,55
11990,12000,24264,24291,27
11990,12000,24740,24758,18
11990,12000,24767,24780,13
11990,12000,26541,26596,55
11990,12000,26964,26977,13
11990,12000,26979,26982,3
11990,12000,26988,26992,4
11990,12000,26997,27006,9
11991,11992,147,168,21
11991,11992,1009,1017,8
11991,11992,1320,1379,59
11991,11992,3225,3293,68
11991,11992,4355,4381,26
11991,11992,4721,4735,14
11991,11992,4775,4843,68
11991,11992,6153,6167,14
11991,11992,6408,6410,2
11991,11992,6416,6417,1
11991,11992,6729,6740,11
11991,11992,6751,6763,12
11991,11992,6889,6912,23
11991,11992,7194,7219,25
11991,11992,7977,7990,13
11991,11992,8042,8052,10
11991,11992,8093,8097,4
11991,11992,8108,8123,15
11991,11992,8134,8139,5
11991,11992,9019,9035,16
11991,11992,9092,9108,16
11991,11992,9136,9148,12
11991,11992,9182,9203,21
11991,11992,9250,9264,14
11991,11992,9570,9584,14
11991,11992,10505,10538,33
11991,11992,10546,10547,1
11991,11992,10595,10609,14
11991,11992,10797,10832,35
11991,11992,10871,10897,26
11991,11992,11154,11176,22
11991,11992,12102,12103,1
11991,11992,12109,12124,15
11991,11992,12127,12128,1
11991,11992,12138,12190,52
11991,11992,12192,12243,51
11991,11992,12995,12997,2
11991,11992,13549,13588,39
11991,11992,13630,13631,1
11991,11992,13633,13638,5
11991,11992,13766,13780,14
11991,11992,13791,13808,17
11991,11992,13861,13890,29
11991,11992,14230,14317,87
11991,11992,14346,14380,34
11991,11992,15390,15393,3
11991,11992,16389,16440,51
11991,11992,16895,16909,14
11991,11992,16912,16915,3
11991,11992,17737,17755,18
11991,11992,17825,17842,17
11991,11992,18021,18035,14
11991,11992,18041,18063,22
11991,11992,18101,18126,25
11991,11992,18161,18181,20
11991,11992,19433,19536,103
11991,11992,20247,20261,14
11991,11992,20648,20672,24
11991,11992,20681,20725,44
11991,11992,20849,20876,27
11991,11992,20916,20935,19
11991,11992,20972,20988,16
11991,11992,21140,21168,28
11991,11992,21385,21430,45
11991,11992,21466,21487,21
11991,11992,21717,21736,19
11991,11992,22214,22216,2
11991,11992,23000,23020,20
11991,11992,23217,23256,39
11991,11992,23274,23314,40
11991,11992,23509,23513,4
11991,11992,23564,23575,11
11991,11992,23625,23715,90
11991,11992,23717,23725,8
11991,11992,24689,24712,23
11991,11992,24755,24781,26
11991,11992,26046,26056,10
11991,11992,26065,26067,2
11991,11992,26079,26098,19
11991,11992,26215,26222,7
11991,11992,27502,27507,5
11991,11992,27516,27521,5
11991,11993,306,366,60
11991,11993,398,443,45
11991,11993,525,595,70
11991,11993,604,623,19
11991,11993,816,833,17
11991,11993,3157,3197,40
11991,11993,3427,3430,3
11991,11993,5285,5299,14
11991,11993,5697,5712,15
11991,11993,6156,6174,18
11991,11993,6433,6460,27
11991,11993,6642,6656,14
11991,11993,6658,6665,7
11991,11993,6685,6703,18
11991,11993,6748,6777,29
11991,11993,6786,6823,37
11991,11993,6873,6876,3
11991,11993,6878,6879,1
11991,11993,6881,6886,5
11991,11993,8143,8197,54
11991,11993,9570,9585,15
11991,11993,9590,9591,1
11991,11993,9721,9741,20
11991,11993,10170,10187,17
11991,11993,10294,10304,10
11991,11993,10331,10334,3
11991,11993,10379,10399,20
11991,11993,11678,11699,21
11991,11993,11704,11718,14
11991,11993,13208,13225,17
11991,11993,14597,14614,17
11991,11993,14755,14799,44
11991,11993,14818,14841,23
11991,11993,14935,14953,18
11991,11993,16951,16968,17
11991,11993,19044,19073,29
11991,11993,19300,19314,14
11991,11993,19465,19486,21
11991,11993,19929,19933,4
11991,11993,20792,20793,1
11991,11993,20802,20809,7
11991,11993,21531,21544,13
11991,11993,22185,22198,13
11991,11993,22686,22714,28
11991,11993,22867,22898,31
11991,11993,23745,23765,20
11991,11993,24727,24754,27
11991,11993,24849,24851,2
11991,11993,24987,25027,40
11991,11993,25831,25839,8
11991,11993,26264,26297,33
11991,11993,26359,26377,18
11991,11994,31,36,5
11991,11994,54,82,28
11991,11994,111,125,14
11991,11994,1234,1260,26
11991,11994,1266,1267,1
11991,11994,1285,1294,9
11991,11994,1462,1480,18
11991,11994,1509,1522,13
11991,11994,1552,1564,12
11991,11994,1607,1624,17
11991,11994,1638,1660,22
11991,11994,1855,1866,11
11991,11994,2127,2145,18
11991,11994,2252,2264,12
11991,11994,3892,3972,80
11991,11994,4029,4058,29
11991,11994,4296,4345,49
11991,11994,4750,4766,16
11991,11994,4884,4887,3
11991,11994,5060,5080,20
11991,11994,5102,5184,82
11991,11994,5199,5200,1
11991,11994,5844,5846,2
11991,11994,5897,5900,3
11991,11994,5908,5909,1
11991,11994,5912,5916,4
11991,11994,5919,5921,2
11991,11994,6000,6023,23
11991,11994,6057,6062,5
11991,11994,6067,6068,1
11991,11994,6178,6234,56
11991,11994,6262,6277,15
11991,11994,7596,7665,69
11991,11994,7965,7972,7
11991,11994,8006,8031,25
11991,11994,9261,9288,27
11991,11994,9300,9319,19
11991,11994,9338,9345,7
11991,11994,9357,9373,16
11991,11994,11356,11422,66
11991,11994,12929,12943,14
11991,11994,12970,12971,1
11991,11994,13195,13225,30
11991,11994,13227,13236,9
11991,11994,13251,13262,11
11991,11994,16644,16680,36
11991,11994,16702,16716,14
11991,11994,16722,16731,9
11991,11994,17060,17139,79
11991,11994,17150,17153,3
11991,11994,18050,18057,7
11991,11994,18139,18164,25
11991,11994,18187,18207,20
11991,11994,18553,18561,8
11991,11994,18731,18766,35
11991,11994,18873,18897,24
11991,11994,19415,19418,3
11991,11994,19421,19429,8
11991,11994,19603,19605,2
11991,11994,19942,19962,20
11991,11994,21418,21421,3
11991,11994,21424,21425,1
11991,11994,21610,21629,19
11991,11994,22641,22757,116
11991,11994,23601,23628,27
11991,11994,23711,23732,21
11991,11994,23738,23750,12
11991,11994,23792,23795,3
11991,11994,23799,23800,1
11991,11994,25656,25688,32
11991,11994,25980,26003,23
11991,11994,26215,26227,12
11991,11994,26255,26269,14
11991,11994,26285,26291,6
11991,11994,26307,26313,6
11991,11994,26316,26318,2
11991,11994,26328,26330,2
11991,11994,27983,28053,70
11991,11994,28063,28104,41
11991,11994,28106,28124,18
11991,11994,28237,28252,15
11991,11994,28270,28341,71
11991,11994,28373,28404,31
11991,11994,28409,28412,3
11991,11994,28434,28448,14
11991,11995,59,71,12
11991,11995,465,467,2
11991,11995,469,477,8
11991,11995,544,583,39
11991,11995,641,670,29
11991,11995,742,753,11
11991,11995,820,855,35
11991,11995,857,879,22
11991,11995,1445,1448,3
11991,11995,1470,1478,8
11991,11995,1565,1580,15
11991,11995,3117,3126,9
11991,11995,3644,3666,22
11991,11995,3711,3713,2
11991,11995,3715,3728,13
11991,11995,3788,3805,17
11991,11995,6014,6020,6
11991,11995,6088,6099,11
11991,11995,7564,7572,8
11991,11995,7582,7583,1
11991,11995,7585,7586,1
11991,11995,7672,7681,9
11991,11995,7683,7690,7
11991,11995,7768,7819,51
11991,11995,9748,9754,6
11991,11995,11471,11479,8
11991,11995,11484,11502,18
11991,11995,11721,11730,9
11991,11995,12887,12910,23
11991,11995,13051,13077,26
11991,11995,13079,13101,22
11991,11995,13212,13230,18
11991,11995,13237,13238,1
11991,11995,13311,13328,17
11991,11995,13559,13567,8
11991,11995,16951,16972,21
11991,11995,16983,16985,2
11991,11995,16987,16988,1
11991,11995,17790,17804,14
11991,11995,18216,18233,17
11991,11995,18451,18476,25
11991,11995,18482,18493,11
11991,11995,18584,18606,22
11991,11995,18610,18648,38
11991,11995,19906,19920,14
11991,11995,19937,19945,8
11991,11995,20084,20101,17
11991,11995,20164,20173,9
11991,11995,20633,20646,13
11991,11995,20653,20682,29
11991,11995,20685,20686,1
11991,11995,20688,20691,3
11991,11995,20701,20707,6
11991,11995,20714,20727,13
11991,11995,20748,20759,11
11991,11995,21037,21053,16
11991,11995,21331,21365,34
11991,11995,21436,21459,23
11991,11995,21463,21470,7
11991,11995,21489,21503,14
11991,11995,23665,23668,3
11991,11995,24179,24202,23
11991,11995,24282,24313,31
11991,11995,24736,24754,18
11991,11995,26874,26887,13
11991,11995,26903,26910,7
11991,11995,26913,26938,25
11991,11995,26946,26961,15
11991,11995,27014,27023,9
11991,11995,27035,27074,39
11991,11995,27109,27111,2
11991,11995,27113,27202,89
11991,11995,27753,27767,14
11991,11995,27988,28021,33
11991,11995,28347,28352,5
11991,11995,28740,28797,57
11991,11996,380,382,2
11991,11996,457,473,16
11991,11996,624,645,21
11991,11996,1016,1040,24
11991,11996,1285,1343,58
11991,11996,1372,1387,15
11991,11996,2146,2153,7
11991,11996,2185,2197,12
11991,11996,2629,2682,53
11991,11996,2695,2709,14
11991,11996,2780,2795,15
11991,11996,3720,3726,6
11991,11996,3761,3781,20
11991,11996,4388,4389,1
11991,11996,5161,5179,18
11991,11996,5328,5330,2
11991,11996,5332,5333,1
11991,11996,6393,6407,14
11991,11996,6586,6615,29
11991,11996,6655,6683,28
11991,11996,6695,6718,23
11991,11996,6724,6725,1
11991,11996,6728,6731,3
11991,11996,7246,7264,18
11991,11996,8090,8108,18
11991,11996,8144,8153,9
11991,11996,8184,8194,10
11991,11996,8196,8236,40
11991,11996,10296,10312,16
11991,11996,10862,10891,29
11991,11996,10944,10952,8
11991,11996,10955,11004,49
11991,11996,12425,12444,19
11991,11996,12890,12909,19
11991,11996,13331,13342,11
11991,11996,14731,14759,28
11991,11996,15389,15393,4
11991,11996,15397,15398,1
11991,11996,15496,15525,29
11991,11996,15550,15560,10
11991,11996,15562,15622,60
11991,11996,15803,15810,7
11991,11996,15826,15833,7
11991,11996,15835,15845,10
11991,11996,16618,16634,16
11991,11996,17012,17031,19
11991,11996,17059,17080,21
11991,11996,17216,17217,1
11991,11996,17788,17791,3
11991,11996,17795,17828,33
11991,11996,17832,17835,3
11991,11996,17840,17854,14
11991,11996,17927,17957,30
11991,11996,18978,19012,34
11991,11996,19015,19025,10
11991,11996,19031,19047,16
11991,11996,19106,19130,24
11991,11996,19272,19274,2
11991,11996,19282,19291,9
11991,11996,19372,19373,1
11991,11996,19375,19395,20
11991,11996,19403,19417,14
11991,11996,19957,19964,7
11991,11996,20015,20056,41
11991,11996,20176,20183,7
11991,11996,20256,20306,50
11991,11996,20314,20373,59
11991,11996,20382,20386,4
11991,11996,20389,20396,7
11991,11996,21035,21037,2
11991,11996,21039,21052,13
11991,11996,21109,21119,10
11991,11996,21126,21134,8
11991,11996,21270,21282,12
11991,11996,21465,21471,6
11991,11996,21579,21580,1
11991,11996,21953,21957,4
11991,11996,21959,21961,2
11991,11996,22019,22024,5
11991,11996,22027,22090,63
11991,11996,22095,22101,6
11991,11996,22103,22174,71
11991,11996,22176,22200,24
11991,11996,22245,22246,1
11991,11996,22275,22290,15
11991,11996,23356,23358,2
11991,11996,23590,23623,33
11991,11996,23763,23780,17
11991,11996,23790,23791,1
11991,11996,25827,25869,42
11991,11996,25895,25896,1
11991,11996,25948,25972,24
11991,11996,26037,26052,15
11991,11996,26146,26159,13
11991,11997,53,57,4
11991,11997,175,182,7
11991,11997,599,606,7
11991,11997,1363,1369,6
11991,11997,4677,4686,9
11991,11997,5932,5948,16
11991,11997,8037,8049,12
11991,11997,8061,8097,36
11991,11997,8149,8152,3
11991,11997,8155,8157,2
11991,11997,8784,8797,13
11991,11997,8909,8930,21
11991,11997,9535,9544,9
11991,11997,9913,9918,5
11991,11997,10372,10396,24
11991,11997,10569,10580,11
11991,11997,10893,10949,56
11991,11997,11493,11508,15
11991,11997,12123,12125,2
11991,11997,12141,12142,1
11991,11997,12144,12164,20
11991,11997,12168,12172,4
11991,11997,12216,12228,12
11991,11997,12937,12992,55
11991,11997,13002,13024,22
11991,11997,13289,13296,7
11991,11997,13307,13325,18
11991,11997,14140,14148,8
11991,11997,14311,14313,2
11991,11997,14410,14413,3
11991,11997,15152,15166,14
11991,11997,15178,15194,16
11991,11997,15378,15398,20
11991,11997,15480,15508,28
11991,11997,15533,15570,37
11991,11997,15608,15614,6
11991,11997,15779,15783,4
11991,11997,15785,15790,5
11991,11997,15792,15799,7
11991,11997,16541,16548,7
11991,11997,17289,17327,38
11991,11997,17330,17331,1
11991,11997,17505,17534,29
11991,11997,17557,17559,2
11991,11997,17728,17736,8
11991,11997,21419,21442,23
11991,11997,21457,21466,9
11991,11997,21962,21998,36
11991,11997,22002,22014,12
11991,11997,22140,22183,43
11991,11997,23883,23921,38
11991,11997,23931,23955,24
11991,11997,23981,23982,1
11991,11997,25623,25682,59
11991,11997,26032,26046,14
11991,11997,26116,26134,18
11991,11997,26438,26491,53
11991,11997,26613,26628,15
11991,11997,27076,27089,13
11991,11998,251,291,40
11991,11998,298,340,42
11991,11998,742,760,18
11991,11998,791,807,16
11991,11998,1416,1422,6
11991,11998,1726,1746,20
11991,11998,1751,1770,19
11991,11998,2042,2058,16
11991,11998,2998,3056,58
11991,11998,3351,3399,48
11991,11998,3467,3505,38
11991,11998,6738,6756,18
11991,11998,7202,7219,17
11991,11998,8156,8169,13
11991,11998,9338,9341,3
11991,11998,10311,10359,48
11991,11998,11207,11209,2
11991,11998,11211,11212,1
11991,11998,11215,11231,16
11991,11998,11245,11248,3
